"PARENT_KEY","Site","Cluster","Plot","Longitude","Latitude","VegStructure","Year","Trees","Shrubs","KEY","shheight","shwidth","shlength","shsuplspecies_scientific","shrubspecies_common","Subplot"
"uuid:9764dc8a-20a8-47a9-8184-798e29998077","Lumo","15","7","38.2131","-3.51209","grassland","2023","no","yes","uuid:9764dc8a-20a8-47a9-8184-798e29998077/supl1_shrb_data[1]","2.5","2.4","2.7","Balanites aegyptiaca","N","1"
"uuid:2ce3a501-cc4a-4a98-9096-3eb6a0725f8a","Lumo","15","5","38.2119","-3.5165","grassland","2023","no","yes","uuid:2ce3a501-cc4a-4a98-9096-3eb6a0725f8a/supl1_shrb_data[1]","2.6","1.8","2.1","Balanites aegyptiaca","N","1"
"uuid:2ce3a501-cc4a-4a98-9096-3eb6a0725f8a","Lumo","15","5","38.2119","-3.5165","grassland","2023","no","yes","uuid:2ce3a501-cc4a-4a98-9096-3eb6a0725f8a/supl1_shrb_data[2]","2.2","1.9","1.9","Balanites aegyptiaca","N","1"
"uuid:4cf95193-6c6b-48e0-b78e-e354a5c5d3b7","Lumo","16","14","38.2076","-3.48952","wooded_grassland","2023","yes","yes","uuid:4cf95193-6c6b-48e0-b78e-e354a5c5d3b7/supl1_shrb_data[1]","2.7","1.2","1.7","Acacia brevispica","N","1"
"uuid:4cf95193-6c6b-48e0-b78e-e354a5c5d3b7","Lumo","16","14","38.2076","-3.48952","wooded_grassland","2023","yes","yes","uuid:4cf95193-6c6b-48e0-b78e-e354a5c5d3b7/supl1_shrb_data[2]","1.6","1.1","1.4","Acacia brevispica","N","1"
"uuid:4cf95193-6c6b-48e0-b78e-e354a5c5d3b7","Lumo","16","14","38.2076","-3.48952","wooded_grassland","2023","yes","yes","uuid:4cf95193-6c6b-48e0-b78e-e354a5c5d3b7/supl1_shrb_data[3]","1.6","1.8","2.1","Acacia brevispica","N","1"
"uuid:4cf95193-6c6b-48e0-b78e-e354a5c5d3b7","Lumo","16","14","38.2076","-3.48952","wooded_grassland","2023","yes","yes","uuid:4cf95193-6c6b-48e0-b78e-e354a5c5d3b7/supl1_shrb_data[4]","2.1","2.4","2.6","Acacia brevispica","N","1"
"uuid:4cf95193-6c6b-48e0-b78e-e354a5c5d3b7","Lumo","16","14","38.2076","-3.48952","wooded_grassland","2023","yes","yes","uuid:4cf95193-6c6b-48e0-b78e-e354a5c5d3b7/supl1_shrb_data[5]","1","1","1","N","N","1"
"uuid:d8204fcd-52ea-425e-a0ae-50794930848f","Lumo","16","2","38.2084","-3.48894","wooded_grassland","2023","no","yes","uuid:d8204fcd-52ea-425e-a0ae-50794930848f/supl1_shrb_data[1]","1.9","0.8","0.9","Acacia brevispica","N","1"
"uuid:d8204fcd-52ea-425e-a0ae-50794930848f","Lumo","16","2","38.2084","-3.48894","wooded_grassland","2023","no","yes","uuid:d8204fcd-52ea-425e-a0ae-50794930848f/supl1_shrb_data[2]","2.3","2.1","2.5","Combretum heroense","N","1"
"uuid:d8204fcd-52ea-425e-a0ae-50794930848f","Lumo","16","2","38.2084","-3.48894","wooded_grassland","2023","no","yes","uuid:d8204fcd-52ea-425e-a0ae-50794930848f/supl1_shrb_data[3]","1.8","2.6","2.9","Acacia brevispica","N","1"
"uuid:d8204fcd-52ea-425e-a0ae-50794930848f","Lumo","16","2","38.2084","-3.48894","wooded_grassland","2023","no","yes","uuid:d8204fcd-52ea-425e-a0ae-50794930848f/supl1_shrb_data[4]","2.2","1","1.2","Acacia tortilis","N","1"
"uuid:17f2ac9f-ebc7-424c-8ca1-0e876dc04023","Lumo","16","5","38.213","-3.48911","wooded_grassland","2023","yes","yes","uuid:17f2ac9f-ebc7-424c-8ca1-0e876dc04023/supl1_shrb_data[1]","1.7","0.6","0.9","Combretum heroense","N","1"
"uuid:17f2ac9f-ebc7-424c-8ca1-0e876dc04023","Lumo","16","5","38.213","-3.48911","wooded_grassland","2023","yes","yes","uuid:17f2ac9f-ebc7-424c-8ca1-0e876dc04023/supl1_shrb_data[2]","1.5","1.4","1.8","Combretum heroense","N","1"
"uuid:1e3a14a2-16ac-4f7b-8858-24b70d1feae2","Lumo","16","3","38.2142","-3.49105","wooded_grassland","2023","no","yes","uuid:1e3a14a2-16ac-4f7b-8858-24b70d1feae2/supl1_shrb_data[1]","2.1","1.4","1.4","Acacia tortilis","N","1"
"uuid:3a5bbdb7-fee0-47bc-99e3-497b5b12ed53","Lumo","16","1","38.2116","-3.49657","grassland","2023","no","yes","uuid:3a5bbdb7-fee0-47bc-99e3-497b5b12ed53/supl1_shrb_data[1]","2.4","1.3","1.7","Ormocarpum kirkii","N","1"
"uuid:59221681-15dd-44fb-994d-e99f809d9421","Lumo","16","8","38.2125","-3.49703","wooded_grassland","2023","yes","yes","uuid:59221681-15dd-44fb-994d-e99f809d9421/supl1_shrb_data[1]","2.6","1.9","1.9","Ormocarpum kirkii","N","1"
"uuid:59221681-15dd-44fb-994d-e99f809d9421","Lumo","16","8","38.2125","-3.49703","wooded_grassland","2023","yes","yes","uuid:59221681-15dd-44fb-994d-e99f809d9421/supl1_shrb_data[2]","1.9","1.2","1.2","Maytenus putterlickioides","N","1"
"uuid:59221681-15dd-44fb-994d-e99f809d9421","Lumo","16","8","38.2125","-3.49703","wooded_grassland","2023","yes","yes","uuid:59221681-15dd-44fb-994d-e99f809d9421/supl1_shrb_data[3]","1.6","0.8","1.1","Harrisonia abyssinica","N","1"
"uuid:59221681-15dd-44fb-994d-e99f809d9421","Lumo","16","8","38.2125","-3.49703","wooded_grassland","2023","yes","yes","uuid:59221681-15dd-44fb-994d-e99f809d9421/supl1_shrb_data[4]","2.1","2.2","2.6","Maytenus putterlickioides","N","1"
"uuid:6472585f-86eb-440a-b9ff-f3826935b754","Lumo","13","7","38.2133","-3.56861","grassland","2023","yes","yes","uuid:6472585f-86eb-440a-b9ff-f3826935b754/supl1_shrb_data[1]","2.5","4.7","4.9","Salvadora persica","N","1"
"uuid:d9e000b2-4d09-44d5-84ba-f62f24d436e0","Lumo","9","7","38.1911","-3.55981","grassland","2023","no","yes","uuid:d9e000b2-4d09-44d5-84ba-f62f24d436e0/supl1_shrb_data[1]","1.6","1.1","1.4","Commiphora Africana","N","1"
"uuid:d9e000b2-4d09-44d5-84ba-f62f24d436e0","Lumo","9","7","38.1911","-3.55981","grassland","2023","no","yes","uuid:d9e000b2-4d09-44d5-84ba-f62f24d436e0/supl1_shrb_data[2]","1.5","0.9","1.2","Commiphora Africana","N","1"
"uuid:e31db021-9882-40a7-b786-dca78305439f","Lumo","9","10","38.192","-3.56117","grassland","2023","yes","yes","uuid:e31db021-9882-40a7-b786-dca78305439f/supl1_shrb_data[1]","1.6","1.3","2.8","Lyceum europaea","N","1"
"uuid:7140a6d4-0332-4e1b-892a-190107aada17","Lumo","9","3","38.1912","-3.56364","grassland","2023","no","yes","uuid:7140a6d4-0332-4e1b-892a-190107aada17/supl1_shrb_data[1]","2.2","2.2","2.5","Cordia sinensis","N","1"
"uuid:ff1dd5f7-3bc7-4b07-902b-251a32c40eda","Lumo","9","9","38.1925","-3.56351","grassland","2023","yes","yes","uuid:ff1dd5f7-3bc7-4b07-902b-251a32c40eda/supl1_shrb_data[1]","1.7","1.5","1.7","Commiphora Africana","N","1"
"uuid:e56b7dfb-45d9-4c54-90d3-7dc46239c602","Lumo","6","3","38.1669","-3.54338","grassland","2023","no","yes","uuid:e56b7dfb-45d9-4c54-90d3-7dc46239c602/supl1_shrb_data[1]","1.8","1.6","1.9","Albizia anthelminthica","N","1"
"uuid:794cf3ff-4680-47db-a4d9-feaf1acb4bf6","Lumo","5","4","38.17","-3.57122","grassland","2023","no","yes","uuid:794cf3ff-4680-47db-a4d9-feaf1acb4bf6/supl1_shrb_data[1]","1.9","2.2","2.6","Lyceum europaea","N","1"
"uuid:c860aeae-fcb1-42a5-b75a-c905c1e9ea65","Lumo","5","1","38.1661","-3.56915","grassland","2023","no","yes","uuid:c860aeae-fcb1-42a5-b75a-c905c1e9ea65/supl1_shrb_data[1]","1.5","2.2","2.6","Commiphora Africana","N","1"
"uuid:b2dfa69b-7925-44ce-811c-3f73d79205c1","Lumo","5","3","38.1687","-3.56708","grassland","2023","no","yes","uuid:b2dfa69b-7925-44ce-811c-3f73d79205c1/supl1_shrb_data[1]","1.6","1.2","1.4","Commiphora Africana","N","1"
"uuid:812d45a7-98b4-4bc5-95af-a03d8f0b91fc","Lumo","5","5","38.1709","-3.56858","wooded_grassland","2023","no","yes","uuid:812d45a7-98b4-4bc5-95af-a03d8f0b91fc/supl1_shrb_data[1]","1.6","1.1","1.3","Cordia sinensis","N","1"
"uuid:30a52c41-c88b-4ff0-a935-f6a7b7d1d2ff","Lumo","4","6","38.1449","-3.50173","shrubland","2023","no","yes","uuid:30a52c41-c88b-4ff0-a935-f6a7b7d1d2ff/supl1_shrb_data[1]","1.9","4.4","5","Acacia tortilis","N","1"
"uuid:41239e10-fd5f-4757-9e95-fb3270e62f48","Lumo","4","12","38.1515","-3.49467","shrubland","2023","no","yes","uuid:41239e10-fd5f-4757-9e95-fb3270e62f48/supl1_shrb_data[1]","1.6","1.5","1.8","Acacia mellifera","N","1"
"uuid:9c7d60fb-a9ba-4127-8735-5732f332e482","Lumo","3","6","38.147","-3.51559","wooded_grassland","2023","yes","yes","uuid:9c7d60fb-a9ba-4127-8735-5732f332e482/supl1_shrb_data[1]","2.6","4.4","5.2","Acacia tortilis","N","1"
"uuid:9c7d60fb-a9ba-4127-8735-5732f332e482","Lumo","3","6","38.147","-3.51559","wooded_grassland","2023","yes","yes","uuid:9c7d60fb-a9ba-4127-8735-5732f332e482/supl1_shrb_data[2]","2.5","5.2","5.8","Acacia tortilis","N","1"
"uuid:9c7d60fb-a9ba-4127-8735-5732f332e482","Lumo","3","6","38.147","-3.51559","wooded_grassland","2023","yes","yes","uuid:9c7d60fb-a9ba-4127-8735-5732f332e482/supl1_shrb_data[3]","1.7","2.6","2.4","Acacia tortilis","N","1"
"uuid:51358bd5-4b0f-41a4-ab5c-e2ab692e4ce4","Lumo","3","5","38.1519","-3.51711","wooded_grassland","2023","yes","yes","uuid:51358bd5-4b0f-41a4-ab5c-e2ab692e4ce4/supl1_shrb_data[1]","2.5","2.1","2.6","Balanites aegyptiaca","N","1"
"uuid:51358bd5-4b0f-41a4-ab5c-e2ab692e4ce4","Lumo","3","5","38.1519","-3.51711","wooded_grassland","2023","yes","yes","uuid:51358bd5-4b0f-41a4-ab5c-e2ab692e4ce4/supl1_shrb_data[2]","2.9","2.8","2.8","Balanites aegyptiaca","N","1"
"uuid:737c4930-bc70-4600-96b6-cc04caf647a6","Lumo","2","4","38.1486","-3.54163","grassland","2023","no","yes","uuid:737c4930-bc70-4600-96b6-cc04caf647a6/supl1_shrb_data[1]","2.3","3.6","4.1","Acacia tortilis","N","1"
"uuid:737c4930-bc70-4600-96b6-cc04caf647a6","Lumo","2","4","38.1486","-3.54163","grassland","2023","no","yes","uuid:737c4930-bc70-4600-96b6-cc04caf647a6/supl1_shrb_data[2]","1.7","1.4","1.4","Commiphora Africana","N","1"
"uuid:d8204fcd-52ea-425e-a0ae-50794930848f","Lumo","16","2","38.2084","-3.48894","wooded_grassland","2023","no","yes","uuid:d8204fcd-52ea-425e-a0ae-50794930848f/supl2_shrb_data[1]","1.9","1.8","2.2","Combretum heroense","N","2"
"uuid:d8204fcd-52ea-425e-a0ae-50794930848f","Lumo","16","2","38.2084","-3.48894","wooded_grassland","2023","no","yes","uuid:d8204fcd-52ea-425e-a0ae-50794930848f/supl2_shrb_data[2]","1.7","0.9","1.3","Combretum heroense","N","2"
"uuid:59221681-15dd-44fb-994d-e99f809d9421","Lumo","16","8","38.2125","-3.49703","wooded_grassland","2023","yes","yes","uuid:59221681-15dd-44fb-994d-e99f809d9421/supl2_shrb_data[1]","1.6","1.7","1.9","Harrisonia abyssinica","N","2"
"uuid:59221681-15dd-44fb-994d-e99f809d9421","Lumo","16","8","38.2125","-3.49703","wooded_grassland","2023","yes","yes","uuid:59221681-15dd-44fb-994d-e99f809d9421/supl2_shrb_data[2]","1.6","0.5","0.5","Harrisonia abyssinica","N","2"
"uuid:0e279bd1-61c0-4293-b6b2-5d45017b948b","Lumo","13","8","38.2137","-3.56507","wooded_grassland","2023","yes","yes","uuid:0e279bd1-61c0-4293-b6b2-5d45017b948b/supl2_shrb_data[1]","2.4","4.9","5.7","Salvadora persica","N","2"
"uuid:6472585f-86eb-440a-b9ff-f3826935b754","Lumo","13","7","38.2133","-3.56861","grassland","2023","yes","yes","uuid:6472585f-86eb-440a-b9ff-f3826935b754/supl2_shrb_data[1]","2.4","1.9","2.2","Salvadora persica","N","2"
"uuid:432cba48-571e-4cd1-ae79-e98da653b961","Lumo","14","9","38.2141","-3.53972","grassland","2023","no","yes","uuid:432cba48-571e-4cd1-ae79-e98da653b961/supl2_shrb_data[1]","2.3","1.8","3.3","Cordia sinensis","N","2"
"uuid:ff1dd5f7-3bc7-4b07-902b-251a32c40eda","Lumo","9","9","38.1925","-3.56351","grassland","2023","yes","yes","uuid:ff1dd5f7-3bc7-4b07-902b-251a32c40eda/supl2_shrb_data[1]","1.6","1.6","1.8","Commiphora Africana","N","2"
"uuid:ff1dd5f7-3bc7-4b07-902b-251a32c40eda","Lumo","9","9","38.1925","-3.56351","grassland","2023","yes","yes","uuid:ff1dd5f7-3bc7-4b07-902b-251a32c40eda/supl2_shrb_data[2]","1.7","1.4","1.5","Commiphora Africana","N","2"
"uuid:ff1dd5f7-3bc7-4b07-902b-251a32c40eda","Lumo","9","9","38.1925","-3.56351","grassland","2023","yes","yes","uuid:ff1dd5f7-3bc7-4b07-902b-251a32c40eda/supl2_shrb_data[3]","1.8","1.9","2.3","Cordia sinensis","N","2"
"uuid:de82c1cb-4a3e-417f-a7da-934b2ff6f989","Lumo","6","4","38.1706","-3.53718","grassland","2023","yes","yes","uuid:de82c1cb-4a3e-417f-a7da-934b2ff6f989/supl2_shrb_data[1]","1.7","1.5","1.7","Commiphora Africana","N","2"
"uuid:c860aeae-fcb1-42a5-b75a-c905c1e9ea65","Lumo","5","1","38.1661","-3.56915","grassland","2023","no","yes","uuid:c860aeae-fcb1-42a5-b75a-c905c1e9ea65/supl2_shrb_data[1]","1.7","0.9","1.1","Commiphora campestris","N","2"
"uuid:30a52c41-c88b-4ff0-a935-f6a7b7d1d2ff","Lumo","4","6","38.1449","-3.50173","shrubland","2023","no","yes","uuid:30a52c41-c88b-4ff0-a935-f6a7b7d1d2ff/supl2_shrb_data[1]","1.7","22","2.8","Acacia mellifera","N","2"
"uuid:41239e10-fd5f-4757-9e95-fb3270e62f48","Lumo","4","12","38.1515","-3.49467","shrubland","2023","no","yes","uuid:41239e10-fd5f-4757-9e95-fb3270e62f48/supl2_shrb_data[1]","1.5","2.4","2.9","Commiphora Africana","N","2"
"uuid:a572c45f-c745-452e-bea3-4ec348312337","Lumo","3","10","38.1464","-3.51407","shrubland","2023","yes","yes","uuid:a572c45f-c745-452e-bea3-4ec348312337/supl2_shrb_data[1]","2.7","2.5","2.9","Balanites aegyptiaca","N","2"
"uuid:9c7d60fb-a9ba-4127-8735-5732f332e482","Lumo","3","6","38.147","-3.51559","wooded_grassland","2023","yes","yes","uuid:9c7d60fb-a9ba-4127-8735-5732f332e482/supl2_shrb_data[1]","2.5","3.5","3.4","Acacia mellifera","N","2"
"uuid:8b0d322f-d427-48a3-b5bb-e4d89ce34899","Lumo","2","9","38.1488","-3.54017","grassland","2023","no","yes","uuid:8b0d322f-d427-48a3-b5bb-e4d89ce34899/supl2_shrb_data[1]","2.2","2.5","2.6","Commiphora Africana","N","2"
"uuid:4cf95193-6c6b-48e0-b78e-e354a5c5d3b7","Lumo","16","14","38.2076","-3.48952","wooded_grassland","2023","yes","yes","uuid:4cf95193-6c6b-48e0-b78e-e354a5c5d3b7/supl3_shrb_data[1]","1.6","1.3","1.7","Acacia brevispica","N","3"
"uuid:d8204fcd-52ea-425e-a0ae-50794930848f","Lumo","16","2","38.2084","-3.48894","wooded_grassland","2023","no","yes","uuid:d8204fcd-52ea-425e-a0ae-50794930848f/supl3_shrb_data[1]","1.6","1.2","1.4","Acacia brevispica","N","3"
"uuid:d8204fcd-52ea-425e-a0ae-50794930848f","Lumo","16","2","38.2084","-3.48894","wooded_grassland","2023","no","yes","uuid:d8204fcd-52ea-425e-a0ae-50794930848f/supl3_shrb_data[2]","1.6","0.8","1.2","Acacia brevispica","N","3"
"uuid:d8204fcd-52ea-425e-a0ae-50794930848f","Lumo","16","2","38.2084","-3.48894","wooded_grassland","2023","no","yes","uuid:d8204fcd-52ea-425e-a0ae-50794930848f/supl3_shrb_data[3]","2.3","1.7","1.9","Combretum heroense","N","3"
"uuid:d8204fcd-52ea-425e-a0ae-50794930848f","Lumo","16","2","38.2084","-3.48894","wooded_grassland","2023","no","yes","uuid:d8204fcd-52ea-425e-a0ae-50794930848f/supl3_shrb_data[4]","2.5","1.3","1.6","Acacia brevispica","N","3"
"uuid:d8204fcd-52ea-425e-a0ae-50794930848f","Lumo","16","2","38.2084","-3.48894","wooded_grassland","2023","no","yes","uuid:d8204fcd-52ea-425e-a0ae-50794930848f/supl3_shrb_data[5]","2.3","1.3","1.5","Combretum heroense","N","3"
"uuid:17f2ac9f-ebc7-424c-8ca1-0e876dc04023","Lumo","16","5","38.213","-3.48911","wooded_grassland","2023","yes","yes","uuid:17f2ac9f-ebc7-424c-8ca1-0e876dc04023/supl3_shrb_data[1]","2.8","2.9","3.4","Capparis tometosa","N","3"
"uuid:59221681-15dd-44fb-994d-e99f809d9421","Lumo","16","8","38.2125","-3.49703","wooded_grassland","2023","yes","yes","uuid:59221681-15dd-44fb-994d-e99f809d9421/supl3_shrb_data[1]","1.7","2.1","2.4","Harrisonia abyssinica","N","3"
"uuid:59221681-15dd-44fb-994d-e99f809d9421","Lumo","16","8","38.2125","-3.49703","wooded_grassland","2023","yes","yes","uuid:59221681-15dd-44fb-994d-e99f809d9421/supl3_shrb_data[2]","1.7","0.6","0.8","Harrisonia abyssinica","N","3"
"uuid:59221681-15dd-44fb-994d-e99f809d9421","Lumo","16","8","38.2125","-3.49703","wooded_grassland","2023","yes","yes","uuid:59221681-15dd-44fb-994d-e99f809d9421/supl3_shrb_data[3]","2.1","3.1","3.4","Harrisonia abyssinica","N","3"
"uuid:1d315052-e492-4412-bd7c-752b68944791","Lumo","12","8","38.1899","-3.48911","shrubland","2023","yes","yes","uuid:1d315052-e492-4412-bd7c-752b68944791/supl3_shrb_data[1]","2.7","2.1","2.3","Balanites aegyptiaca","N","3"
"uuid:d9e000b2-4d09-44d5-84ba-f62f24d436e0","Lumo","9","7","38.1911","-3.55981","grassland","2023","no","yes","uuid:d9e000b2-4d09-44d5-84ba-f62f24d436e0/supl3_shrb_data[1]","1.5","1.6","1.8","Commiphora Africana","N","3"
"uuid:d9e000b2-4d09-44d5-84ba-f62f24d436e0","Lumo","9","7","38.1911","-3.55981","grassland","2023","no","yes","uuid:d9e000b2-4d09-44d5-84ba-f62f24d436e0/supl3_shrb_data[2]","1.7","1.3","1.3","Commiphora Africana","N","3"
"uuid:de82c1cb-4a3e-417f-a7da-934b2ff6f989","Lumo","6","4","38.1706","-3.53718","grassland","2023","yes","yes","uuid:de82c1cb-4a3e-417f-a7da-934b2ff6f989/supl3_shrb_data[1]","2.1","2.4","2.6","Acacia tortilis","N","3"
"uuid:30a52c41-c88b-4ff0-a935-f6a7b7d1d2ff","Lumo","4","6","38.1449","-3.50173","shrubland","2023","no","yes","uuid:30a52c41-c88b-4ff0-a935-f6a7b7d1d2ff/supl3_shrb_data[1]","2.4","4.5","5.3","Acacia mellifera","N","3"
"uuid:30a52c41-c88b-4ff0-a935-f6a7b7d1d2ff","Lumo","4","6","38.1449","-3.50173","shrubland","2023","no","yes","uuid:30a52c41-c88b-4ff0-a935-f6a7b7d1d2ff/supl3_shrb_data[2]","1.5","1.3","1.8","Commiphora Africana","N","3"
"uuid:30a52c41-c88b-4ff0-a935-f6a7b7d1d2ff","Lumo","4","6","38.1449","-3.50173","shrubland","2023","no","yes","uuid:30a52c41-c88b-4ff0-a935-f6a7b7d1d2ff/supl3_shrb_data[3]","1.8","2.3","3.3","Acacia tortilis","N","3"
"uuid:5fb364d1-794b-42fe-a9fe-bd012b925e92","Lumo","4","10","38.1442","-3.49879","shrubland","2023","yes","yes","uuid:5fb364d1-794b-42fe-a9fe-bd012b925e92/supl3_shrb_data[1]","1.8","2.9","3.1","Acacia Senegal","N","3"
"uuid:5fb364d1-794b-42fe-a9fe-bd012b925e92","Lumo","4","10","38.1442","-3.49879","shrubland","2023","yes","yes","uuid:5fb364d1-794b-42fe-a9fe-bd012b925e92/supl3_shrb_data[2]","1.8","2.1","2.4","Lyceum europaea","N","3"
"uuid:fc3be929-6a16-4093-af55-0f935a4d5d02","Lumo","4","9","38.1491","-3.49704","shrubland","2023","yes","yes","uuid:fc3be929-6a16-4093-af55-0f935a4d5d02/supl3_shrb_data[1]","2.2","2.7","2.9","Acacia mellifera","N","3"
"uuid:fc3be929-6a16-4093-af55-0f935a4d5d02","Lumo","4","9","38.1491","-3.49704","shrubland","2023","yes","yes","uuid:fc3be929-6a16-4093-af55-0f935a4d5d02/supl3_shrb_data[2]","2","2.7","2.7","Acacia mellifera","N","3"
"uuid:fc3be929-6a16-4093-af55-0f935a4d5d02","Lumo","4","9","38.1491","-3.49704","shrubland","2023","yes","yes","uuid:fc3be929-6a16-4093-af55-0f935a4d5d02/supl3_shrb_data[3]","1.7","2.2","2.5","Acacia mellifera","N","3"
"uuid:fc3be929-6a16-4093-af55-0f935a4d5d02","Lumo","4","9","38.1491","-3.49704","shrubland","2023","yes","yes","uuid:fc3be929-6a16-4093-af55-0f935a4d5d02/supl3_shrb_data[4]","2.2","2.9","3.3","Acacia mellifera","N","3"
"uuid:fc3be929-6a16-4093-af55-0f935a4d5d02","Lumo","4","9","38.1491","-3.49704","shrubland","2023","yes","yes","uuid:fc3be929-6a16-4093-af55-0f935a4d5d02/supl3_shrb_data[5]","1.8","2.8","3.1","Acacia mellifera","N","3"
"uuid:366ad419-fd3f-41f2-a1ff-8497ff4a0d1a","Lumo","4","1","38.1505","-3.49766","shrubland","2023","yes","yes","uuid:366ad419-fd3f-41f2-a1ff-8497ff4a0d1a/supl3_shrb_data[1]","1.6","1.4","1.4","Acacia mellifera","N","3"
"uuid:91fec869-1eb4-4866-9f0b-7f588f833c17","Lumo","3","8","38.1538","-3.51298","shrubland","2023","yes","yes","uuid:91fec869-1eb4-4866-9f0b-7f588f833c17/supl3_shrb_data[1]","1.55","1.6","1.7","Commiphora Africana","N","3"
"uuid:91fec869-1eb4-4866-9f0b-7f588f833c17","Lumo","3","8","38.1538","-3.51298","shrubland","2023","yes","yes","uuid:91fec869-1eb4-4866-9f0b-7f588f833c17/supl3_shrb_data[2]","1.6","0.6","1","Solanum incanum","N","3"
"uuid:91fec869-1eb4-4866-9f0b-7f588f833c17","Lumo","3","8","38.1538","-3.51298","shrubland","2023","yes","yes","uuid:91fec869-1eb4-4866-9f0b-7f588f833c17/supl3_shrb_data[3]","2","2","2.1","Commiphora Africana","N","3"
"uuid:a572c45f-c745-452e-bea3-4ec348312337","Lumo","3","10","38.1464","-3.51407","shrubland","2023","yes","yes","uuid:a572c45f-c745-452e-bea3-4ec348312337/supl3_shrb_data[1]","2.9","4.4","4.8","Albizia anthelminthica","N","3"
"uuid:fa0f3dae-2136-42fb-b42e-5b7f61fda1d1","Lumo","1","10","38.1512","-3.55865","grassland","2023","no","yes","uuid:fa0f3dae-2136-42fb-b42e-5b7f61fda1d1/supl3_shrb_data[1]","1.6","1.2","1.5","Commiphora Africana","N","3"
"uuid:59221681-15dd-44fb-994d-e99f809d9421","Lumo","16","8","38.2125","-3.49703","wooded_grassland","2023","yes","yes","uuid:59221681-15dd-44fb-994d-e99f809d9421/supl4_shrb_data[1]","1.5","1.3","1.3","Harrisonia abyssinica","N","4"
"uuid:59221681-15dd-44fb-994d-e99f809d9421","Lumo","16","8","38.2125","-3.49703","wooded_grassland","2023","yes","yes","uuid:59221681-15dd-44fb-994d-e99f809d9421/supl4_shrb_data[2]","1.5","1.8","2.2","Harrisonia abyssinica","N","4"
"uuid:59221681-15dd-44fb-994d-e99f809d9421","Lumo","16","8","38.2125","-3.49703","wooded_grassland","2023","yes","yes","uuid:59221681-15dd-44fb-994d-e99f809d9421/supl4_shrb_data[3]","1.5","1.2","1.9","Harrisonia abyssinica","N","4"
"uuid:59221681-15dd-44fb-994d-e99f809d9421","Lumo","16","8","38.2125","-3.49703","wooded_grassland","2023","yes","yes","uuid:59221681-15dd-44fb-994d-e99f809d9421/supl4_shrb_data[4]","2.6","1.2","1.6","Pavetta craspes","N","4"
"uuid:6472585f-86eb-440a-b9ff-f3826935b754","Lumo","13","7","38.2133","-3.56861","grassland","2023","yes","yes","uuid:6472585f-86eb-440a-b9ff-f3826935b754/supl4_shrb_data[1]","2.1","1.4","1.6","Acacia mellifera","N","4"
"uuid:6472585f-86eb-440a-b9ff-f3826935b754","Lumo","13","7","38.2133","-3.56861","grassland","2023","yes","yes","uuid:6472585f-86eb-440a-b9ff-f3826935b754/supl4_shrb_data[2]","1.6","1.2","1.4","Commiphora Africana","N","4"
"uuid:27b8a965-8a54-4e22-8840-b3774648dc5d","Lumo","10","13","38.1907","-3.54292","grassland","2023","yes","yes","uuid:27b8a965-8a54-4e22-8840-b3774648dc5d/supl4_shrb_data[1]","1.5","2.3","2.4","Lyceum europaea","N","4"
"uuid:7140a6d4-0332-4e1b-892a-190107aada17","Lumo","9","3","38.1912","-3.56364","grassland","2023","no","yes","uuid:7140a6d4-0332-4e1b-892a-190107aada17/supl4_shrb_data[1]","1.8","2.6","2.9","Cordia sinensis","N","4"
"uuid:ff1dd5f7-3bc7-4b07-902b-251a32c40eda","Lumo","9","9","38.1925","-3.56351","grassland","2023","yes","yes","uuid:ff1dd5f7-3bc7-4b07-902b-251a32c40eda/supl4_shrb_data[1]","1.6","1.5","1.6","Commiphora Africana","N","4"
"uuid:064f2c8f-6928-47b7-86ef-e87ff68c59d8","Lumo","6","10","38.1742","-3.54523","grassland","2023","yes","yes","uuid:064f2c8f-6928-47b7-86ef-e87ff68c59d8/supl4_shrb_data[1]","1.9","1.9","2.3","Albizia anthelminthica","N","4"
"uuid:064f2c8f-6928-47b7-86ef-e87ff68c59d8","Lumo","6","10","38.1742","-3.54523","grassland","2023","yes","yes","uuid:064f2c8f-6928-47b7-86ef-e87ff68c59d8/supl4_shrb_data[2]","2.5","2.2","2.7","Cordia sinensis","N","4"
"uuid:e30b3a02-b44a-40cd-af44-b8d46d37e6bc","Lumo","5","8","38.1655","-3.56659","grassland","2023","yes","yes","uuid:e30b3a02-b44a-40cd-af44-b8d46d37e6bc/supl4_shrb_data[1]","1.8","1.8","1.8","Commiphora Africana","N","4"
"uuid:b2dfa69b-7925-44ce-811c-3f73d79205c1","Lumo","5","3","38.1687","-3.56708","grassland","2023","no","yes","uuid:b2dfa69b-7925-44ce-811c-3f73d79205c1/supl4_shrb_data[1]","1.6","0.8","1.7","Commiphora Africana","N","4"
"uuid:13f79f38-8920-4dd9-8fe0-8b2ee53bc792","Lumo","5","9","38.1706","-3.57348","wooded_grassland","2023","no","yes","uuid:13f79f38-8920-4dd9-8fe0-8b2ee53bc792/supl4_shrb_data[1]","1.7","3.3","3.7","Acacia tortilis","N","4"
"uuid:5fb364d1-794b-42fe-a9fe-bd012b925e92","Lumo","4","10","38.1442","-3.49879","shrubland","2023","yes","yes","uuid:5fb364d1-794b-42fe-a9fe-bd012b925e92/supl4_shrb_data[1]","2.1","3.1","3.4","Acacia Senegal","N","4"
