"PARENT_KEY","Site","Cluster","Plot","Longitude","Latitude","VegStructure","Year","Trees","Shrubs","KEY","trheight","trcircumf","trspecies_scientific","treespecies_common","Subplot"
"uuid:a853b924-55f0-41d1-8dad-b72397be9215","Chawia","14","12","38.3586","-3.45167","cropland","2024","yes","yes","uuid:a853b924-55f0-41d1-8dad-b72397be9215/supl2_tree_data[1]","9.8","43","Grevillea robusta","N","2"
"uuid:9aba0168-8749-42c7-88ae-fe35929dc778","Chawia","14","9","38.3538","-3.45415","cropland","2024","yes","yes","uuid:9aba0168-8749-42c7-88ae-fe35929dc778/supl2_tree_data[1]","8.6","16","Grevillea robusta","N","2"
"uuid:9aba0168-8749-42c7-88ae-fe35929dc778","Chawia","14","9","38.3538","-3.45415","cropland","2024","yes","yes","uuid:9aba0168-8749-42c7-88ae-fe35929dc778/supl2_tree_data[2]","5.4","47","Commiphora eminii","N","2"
"uuid:39ffce47-8249-4f5b-9fca-e2892773eb9c","Chawia","14","3","38.3561","-3.45597","cropland","2024","yes","yes","uuid:39ffce47-8249-4f5b-9fca-e2892773eb9c/supl2_tree_data[1]","5.8","29","Carica papaya","N","2"
"uuid:39ffce47-8249-4f5b-9fca-e2892773eb9c","Chawia","14","3","38.3561","-3.45597","cropland","2024","yes","yes","uuid:39ffce47-8249-4f5b-9fca-e2892773eb9c/supl2_tree_data[2]","8.8","25","Grevillea robusta","N","2"
"uuid:80f3ce08-1080-4646-9c44-3b6028e3c0a0","Chawia","16","1","38.3609","-3.41713","woodland","2024","yes","yes","uuid:80f3ce08-1080-4646-9c44-3b6028e3c0a0/supl2_tree_data[1]","12.4","74","Prunus africana","N","2"
"uuid:80f3ce08-1080-4646-9c44-3b6028e3c0a0","Chawia","16","1","38.3609","-3.41713","woodland","2024","yes","yes","uuid:80f3ce08-1080-4646-9c44-3b6028e3c0a0/supl2_tree_data[2]","12.4","108","Maesa lanceolata","N","2"
"uuid:80f3ce08-1080-4646-9c44-3b6028e3c0a0","Chawia","16","1","38.3609","-3.41713","woodland","2024","yes","yes","uuid:80f3ce08-1080-4646-9c44-3b6028e3c0a0/supl2_tree_data[3]","9.6","25","Macaranga conglomerata","N","2"
"uuid:fd9f7c3c-335e-49c1-8401-8d79e07b68e3","Chawia","16","9","38.3594","-3.42285","woodland","2024","yes","yes","uuid:fd9f7c3c-335e-49c1-8401-8d79e07b68e3/supl2_tree_data[1]","56.8","185","Eucalyptus saligna","N","2"
"uuid:fd9f7c3c-335e-49c1-8401-8d79e07b68e3","Chawia","16","9","38.3594","-3.42285","woodland","2024","yes","yes","uuid:fd9f7c3c-335e-49c1-8401-8d79e07b68e3/supl2_tree_data[2]","8.6","61","Phoenix reclinata","N","2"
"uuid:5ee48e60-e80b-43d0-8039-64c817ea3e72","Chawia","16","7","38.3599","-3.42113","forest","2024","yes","yes","uuid:5ee48e60-e80b-43d0-8039-64c817ea3e72/supl2_tree_data[1]","48","166","Albizia gummifera","N","2"
"uuid:5ee48e60-e80b-43d0-8039-64c817ea3e72","Chawia","16","7","38.3599","-3.42113","forest","2024","yes","yes","uuid:5ee48e60-e80b-43d0-8039-64c817ea3e72/supl2_tree_data[2]","7.6","43","Tabanaemontana stapfiana","N","2"
"uuid:5ee48e60-e80b-43d0-8039-64c817ea3e72","Chawia","16","7","38.3599","-3.42113","forest","2024","yes","yes","uuid:5ee48e60-e80b-43d0-8039-64c817ea3e72/supl2_tree_data[3]","10.6","56","Phoenix reclinata","N","2"
"uuid:5ee48e60-e80b-43d0-8039-64c817ea3e72","Chawia","16","7","38.3599","-3.42113","forest","2024","yes","yes","uuid:5ee48e60-e80b-43d0-8039-64c817ea3e72/supl2_tree_data[4]","10.6","60","Phoenix reclinata","N","2"
"uuid:5ee48e60-e80b-43d0-8039-64c817ea3e72","Chawia","16","7","38.3599","-3.42113","forest","2024","yes","yes","uuid:5ee48e60-e80b-43d0-8039-64c817ea3e72/supl2_tree_data[5]","5.6","49","Phoenix reclinata","N","2"
"uuid:5ee48e60-e80b-43d0-8039-64c817ea3e72","Chawia","16","7","38.3599","-3.42113","forest","2024","yes","yes","uuid:5ee48e60-e80b-43d0-8039-64c817ea3e72/supl2_tree_data[6]","6.7","62","Phoenix reclinata","N","2"
"uuid:052d70ab-3beb-4817-acd4-e2e05aa50884","Chawia","1","6","38.2875","-3.48833","bushland","2024","yes","yes","uuid:052d70ab-3beb-4817-acd4-e2e05aa50884/supl2_tree_data[1]","4.2","14","Acacia brevispica","N","2"
"uuid:052d70ab-3beb-4817-acd4-e2e05aa50884","Chawia","1","6","38.2875","-3.48833","bushland","2024","yes","yes","uuid:052d70ab-3beb-4817-acd4-e2e05aa50884/supl2_tree_data[2]","4.2","16","Acacia brevispica","N","2"
"uuid:0bd0b23a-29d8-419f-9530-18679687a7ac","Chawia","1","5","38.291","-3.48624","bushland","2024","yes","yes","uuid:0bd0b23a-29d8-419f-9530-18679687a7ac/supl2_tree_data[1]","4.5","21","Acacia nilotica","N","2"
"uuid:0bd0b23a-29d8-419f-9530-18679687a7ac","Chawia","1","5","38.291","-3.48624","bushland","2024","yes","yes","uuid:0bd0b23a-29d8-419f-9530-18679687a7ac/supl2_tree_data[2]","4.5","17","Acacia nilotica","N","2"
"uuid:0bd0b23a-29d8-419f-9530-18679687a7ac","Chawia","1","5","38.291","-3.48624","bushland","2024","yes","yes","uuid:0bd0b23a-29d8-419f-9530-18679687a7ac/supl2_tree_data[3]","5.2","13","Acacia mellifera","N","2"
"uuid:0bd0b23a-29d8-419f-9530-18679687a7ac","Chawia","1","5","38.291","-3.48624","bushland","2024","yes","yes","uuid:0bd0b23a-29d8-419f-9530-18679687a7ac/supl2_tree_data[4]","3.8","7","Acacia mellifera","N","2"
"uuid:0bd0b23a-29d8-419f-9530-18679687a7ac","Chawia","1","5","38.291","-3.48624","bushland","2024","yes","yes","uuid:0bd0b23a-29d8-419f-9530-18679687a7ac/supl2_tree_data[5]","3.2","7","Vangueria infausta","N","2"
"uuid:4d3786ed-e386-452a-8261-84f2ba829641","Chawia","4","10","38.2967","-3.41407","forest","2024","yes","yes","uuid:4d3786ed-e386-452a-8261-84f2ba829641/supl2_tree_data[1]","12.6","86","Macaranga conglomerata","N","2"
"uuid:4d3786ed-e386-452a-8261-84f2ba829641","Chawia","4","10","38.2967","-3.41407","forest","2024","yes","yes","uuid:4d3786ed-e386-452a-8261-84f2ba829641/supl2_tree_data[2]","10.8","25","Lobelia gibberroa","N","2"
"uuid:4d3786ed-e386-452a-8261-84f2ba829641","Chawia","4","10","38.2967","-3.41407","forest","2024","yes","yes","uuid:4d3786ed-e386-452a-8261-84f2ba829641/supl2_tree_data[3]","4.3","18","Aphloia theiformis","N","2"
"uuid:4d3786ed-e386-452a-8261-84f2ba829641","Chawia","4","10","38.2967","-3.41407","forest","2024","yes","yes","uuid:4d3786ed-e386-452a-8261-84f2ba829641/supl2_tree_data[4]","3.3","5","Piper capense","N","2"
"uuid:4d3786ed-e386-452a-8261-84f2ba829641","Chawia","4","10","38.2967","-3.41407","forest","2024","yes","yes","uuid:4d3786ed-e386-452a-8261-84f2ba829641/supl2_tree_data[5]","3.1","4","Piper capense","N","2"
"uuid:4d3786ed-e386-452a-8261-84f2ba829641","Chawia","4","10","38.2967","-3.41407","forest","2024","yes","yes","uuid:4d3786ed-e386-452a-8261-84f2ba829641/supl2_tree_data[6]","6.7","17","Lobelia gibberroa","N","2"
"uuid:4d3786ed-e386-452a-8261-84f2ba829641","Chawia","4","10","38.2967","-3.41407","forest","2024","yes","yes","uuid:4d3786ed-e386-452a-8261-84f2ba829641/supl2_tree_data[7]","3.5","5","Piper capense","N","2"
"uuid:4d3786ed-e386-452a-8261-84f2ba829641","Chawia","4","10","38.2967","-3.41407","forest","2024","yes","yes","uuid:4d3786ed-e386-452a-8261-84f2ba829641/supl2_tree_data[8]","19.5","66","Eucalyptus paniculata","N","2"
"uuid:9c096b04-ef5f-4a65-90e0-6c7c2b49de08","Chawia","12","1","38.3311","-3.40136","forest","2024","yes","yes","uuid:9c096b04-ef5f-4a65-90e0-6c7c2b49de08/supl2_tree_data[1]","60","186","Albizia gummifera","N","2"
"uuid:9c096b04-ef5f-4a65-90e0-6c7c2b49de08","Chawia","12","1","38.3311","-3.40136","forest","2024","yes","yes","uuid:9c096b04-ef5f-4a65-90e0-6c7c2b49de08/supl2_tree_data[2]","14.7","64","Tabanaemontana stapfiana","N","2"
"uuid:9c096b04-ef5f-4a65-90e0-6c7c2b49de08","Chawia","12","1","38.3311","-3.40136","forest","2024","yes","yes","uuid:9c096b04-ef5f-4a65-90e0-6c7c2b49de08/supl2_tree_data[3]","60","111","Albizia gummifera","N","2"
"uuid:9c096b04-ef5f-4a65-90e0-6c7c2b49de08","Chawia","12","1","38.3311","-3.40136","forest","2024","yes","yes","uuid:9c096b04-ef5f-4a65-90e0-6c7c2b49de08/supl2_tree_data[4]","14.8","49","Tabanaemontana stapfiana","N","2"
"uuid:9c096b04-ef5f-4a65-90e0-6c7c2b49de08","Chawia","12","1","38.3311","-3.40136","forest","2024","yes","yes","uuid:9c096b04-ef5f-4a65-90e0-6c7c2b49de08/supl2_tree_data[5]","60","128","Albizia gummifera","N","2"
"uuid:9c096b04-ef5f-4a65-90e0-6c7c2b49de08","Chawia","12","1","38.3311","-3.40136","forest","2024","yes","yes","uuid:9c096b04-ef5f-4a65-90e0-6c7c2b49de08/supl2_tree_data[6]","14.8","54","Tabanaemontana stapfiana","N","2"
"uuid:9c096b04-ef5f-4a65-90e0-6c7c2b49de08","Chawia","12","1","38.3311","-3.40136","forest","2024","yes","yes","uuid:9c096b04-ef5f-4a65-90e0-6c7c2b49de08/supl2_tree_data[7]","14.8","62","Tabanaemontana stapfiana","N","2"
"uuid:9c096b04-ef5f-4a65-90e0-6c7c2b49de08","Chawia","12","1","38.3311","-3.40136","forest","2024","yes","yes","uuid:9c096b04-ef5f-4a65-90e0-6c7c2b49de08/supl2_tree_data[8]","4.3","16","Tabanaemontana stapfiana","N","2"
"uuid:d972f1f6-2c12-4fb1-b883-56fe90616fe7","Chawia","12","10","38.3306","-3.40426","woodland","2024","yes","yes","uuid:d972f1f6-2c12-4fb1-b883-56fe90616fe7/supl2_tree_data[1]","12.7","62","Eucalyptus saligna","N","2"
"uuid:dd85c7fe-c323-4e18-b536-1bbced1fe806","Chawia","12","5","38.3291","-3.40495","woodland","2024","yes","yes","uuid:dd85c7fe-c323-4e18-b536-1bbced1fe806/supl2_tree_data[1]","12.7","62","Eucalyptus saligna","N","2"
"uuid:c9c62707-8411-4b6b-a328-5cf65335fa77","Chawia","12","9","38.3293","-3.40713","woodland","2024","yes","yes","uuid:c9c62707-8411-4b6b-a328-5cf65335fa77/supl2_tree_data[1]","54.5","132","Eucalyptus saligna","N","2"
"uuid:c9c62707-8411-4b6b-a328-5cf65335fa77","Chawia","12","9","38.3293","-3.40713","woodland","2024","yes","yes","uuid:c9c62707-8411-4b6b-a328-5cf65335fa77/supl2_tree_data[2]","54.3","105","Eucalyptus saligna","N","2"
"uuid:c9c62707-8411-4b6b-a328-5cf65335fa77","Chawia","12","9","38.3293","-3.40713","woodland","2024","yes","yes","uuid:c9c62707-8411-4b6b-a328-5cf65335fa77/supl2_tree_data[3]","4.8","7","Eucalyptus saligna","N","2"
"uuid:c9c62707-8411-4b6b-a328-5cf65335fa77","Chawia","12","9","38.3293","-3.40713","woodland","2024","yes","yes","uuid:c9c62707-8411-4b6b-a328-5cf65335fa77/supl2_tree_data[4]","4.8","42","Eucalyptus saligna","N","2"
"uuid:c9c62707-8411-4b6b-a328-5cf65335fa77","Chawia","12","9","38.3293","-3.40713","woodland","2024","yes","yes","uuid:c9c62707-8411-4b6b-a328-5cf65335fa77/supl2_tree_data[5]","24.8","64","Eucalyptus saligna","N","2"
"uuid:c9c62707-8411-4b6b-a328-5cf65335fa77","Chawia","12","9","38.3293","-3.40713","woodland","2024","yes","yes","uuid:c9c62707-8411-4b6b-a328-5cf65335fa77/supl2_tree_data[6]","24.8","82","Eucalyptus saligna","N","2"
"uuid:c9c62707-8411-4b6b-a328-5cf65335fa77","Chawia","12","9","38.3293","-3.40713","woodland","2024","yes","yes","uuid:c9c62707-8411-4b6b-a328-5cf65335fa77/supl2_tree_data[7]","24.8","79","Eucalyptus saligna","N","2"
"uuid:46a05981-0d67-4871-86bc-b18072b592d1","Chawia","12","3","38.3298","-3.40814","woodland","2024","yes","yes","uuid:46a05981-0d67-4871-86bc-b18072b592d1/supl2_tree_data[1]","9.8","36","Acacia mearnsii","N","2"
"uuid:46a05981-0d67-4871-86bc-b18072b592d1","Chawia","12","3","38.3298","-3.40814","woodland","2024","yes","yes","uuid:46a05981-0d67-4871-86bc-b18072b592d1/supl2_tree_data[2]","3.4","10","Eucalyptus saligna","N","2"
"uuid:ce19a1ab-25f2-4117-9e03-671ab0b79eaf","Chawia","12","15","38.3347","-3.40998","cropland","2024","yes","yes","uuid:ce19a1ab-25f2-4117-9e03-671ab0b79eaf/supl2_tree_data[1]","8.9","41","Eriobotrya Japonica","N","2"
"uuid:ce19a1ab-25f2-4117-9e03-671ab0b79eaf","Chawia","12","15","38.3347","-3.40998","cropland","2024","yes","yes","uuid:ce19a1ab-25f2-4117-9e03-671ab0b79eaf/supl2_tree_data[2]","6.9","29","Maesa lanceolata","N","2"
"uuid:ce19a1ab-25f2-4117-9e03-671ab0b79eaf","Chawia","12","15","38.3347","-3.40998","cropland","2024","yes","yes","uuid:ce19a1ab-25f2-4117-9e03-671ab0b79eaf/supl2_tree_data[3]","3.3","14","Vernonia auriculata","N","2"
"uuid:ce19a1ab-25f2-4117-9e03-671ab0b79eaf","Chawia","12","15","38.3347","-3.40998","cropland","2024","yes","yes","uuid:ce19a1ab-25f2-4117-9e03-671ab0b79eaf/supl2_tree_data[4]","4.5","26","Eriobotrya Japonica","N","2"
"uuid:f4848f19-bb8f-4fed-b0d5-3b4800f78f9e","Chawia","11","12","38.341","-3.44014","shrubland","2024","yes","yes","uuid:f4848f19-bb8f-4fed-b0d5-3b4800f78f9e/supl2_tree_data[1]","4.9","17","Acacia mearnsii","N","2"
"uuid:f4848f19-bb8f-4fed-b0d5-3b4800f78f9e","Chawia","11","12","38.341","-3.44014","shrubland","2024","yes","yes","uuid:f4848f19-bb8f-4fed-b0d5-3b4800f78f9e/supl2_tree_data[2]","8.9","36","Eucalyptus saligna","N","2"
"uuid:8e0d0457-f09a-464b-90a5-5e731ceb532b","Chawia","11","2","38.336","-3.43431","cropland","2024","yes","yes","uuid:8e0d0457-f09a-464b-90a5-5e731ceb532b/supl2_tree_data[1]","5.2","15","Acacia mearnsii","N","2"
"uuid:8e0d0457-f09a-464b-90a5-5e731ceb532b","Chawia","11","2","38.336","-3.43431","cropland","2024","yes","yes","uuid:8e0d0457-f09a-464b-90a5-5e731ceb532b/supl2_tree_data[2]","5.1","13","Acacia mearnsii","N","2"
"uuid:ec1f347e-fe45-447e-9d6c-b3de6406b25b","Chawia","4","1","38.2956","-3.40979","woodland","2024","yes","yes","uuid:ec1f347e-fe45-447e-9d6c-b3de6406b25b/supl2_tree_data[1]","7.9","18","Acacia mearnsii","N","2"
"uuid:ec1f347e-fe45-447e-9d6c-b3de6406b25b","Chawia","4","1","38.2956","-3.40979","woodland","2024","yes","yes","uuid:ec1f347e-fe45-447e-9d6c-b3de6406b25b/supl2_tree_data[2]","10.8","23","Acacia mearnsii","N","2"
"uuid:ec1f347e-fe45-447e-9d6c-b3de6406b25b","Chawia","4","1","38.2956","-3.40979","woodland","2024","yes","yes","uuid:ec1f347e-fe45-447e-9d6c-b3de6406b25b/supl2_tree_data[3]","7.9","29","Acacia mearnsii","N","2"
"uuid:ec1f347e-fe45-447e-9d6c-b3de6406b25b","Chawia","4","1","38.2956","-3.40979","woodland","2024","yes","yes","uuid:ec1f347e-fe45-447e-9d6c-b3de6406b25b/supl2_tree_data[4]","7.9","33","Acacia mearnsii","N","2"
"uuid:1f0eaacb-7efa-457a-a283-a6c5f4bc1894","Chawia","10","2","38.3336","-3.45334","woodland","2024","yes","yes","uuid:1f0eaacb-7efa-457a-a283-a6c5f4bc1894/supl2_tree_data[1]","34.8","116","Eucalyptus saligna","N","2"
"uuid:1f0eaacb-7efa-457a-a283-a6c5f4bc1894","Chawia","10","2","38.3336","-3.45334","woodland","2024","yes","yes","uuid:1f0eaacb-7efa-457a-a283-a6c5f4bc1894/supl2_tree_data[2]","32.8","120","Eucalyptus saligna","N","2"
"uuid:1f0eaacb-7efa-457a-a283-a6c5f4bc1894","Chawia","10","2","38.3336","-3.45334","woodland","2024","yes","yes","uuid:1f0eaacb-7efa-457a-a283-a6c5f4bc1894/supl2_tree_data[3]","33.8","112","Eucalyptus saligna","N","2"
"uuid:32214a67-0f87-42b3-8fe7-9c0fcda4443c","Chawia","10","7","38.334","-3.45396","woodland","2024","yes","yes","uuid:32214a67-0f87-42b3-8fe7-9c0fcda4443c/supl2_tree_data[1]","34.8","125","Eucalyptus saligna","N","2"
"uuid:32214a67-0f87-42b3-8fe7-9c0fcda4443c","Chawia","10","7","38.334","-3.45396","woodland","2024","yes","yes","uuid:32214a67-0f87-42b3-8fe7-9c0fcda4443c/supl2_tree_data[2]","34.8","105","Eucalyptus saligna","N","2"
"uuid:32214a67-0f87-42b3-8fe7-9c0fcda4443c","Chawia","10","7","38.334","-3.45396","woodland","2024","yes","yes","uuid:32214a67-0f87-42b3-8fe7-9c0fcda4443c/supl2_tree_data[3]","6.3","14","Eucalyptus saligna","N","2"
"uuid:41f6e523-eba4-466b-855a-55d7aae434a2","Chawia","10","6","38.3368","-3.45388","cropland","2024","yes","yes","uuid:41f6e523-eba4-466b-855a-55d7aae434a2/supl2_tree_data[1]","4.1","19","Psidium guajava","N","2"
"uuid:01a1df10-ab24-42f3-b6ae-cc25effb295d","Chawia","10","10","38.3373","-3.45339","cropland","2024","yes","yes","uuid:01a1df10-ab24-42f3-b6ae-cc25effb295d/supl2_tree_data[1]","3.2","7","Fraxinus Pennsylvanica","N","2"
"uuid:01a1df10-ab24-42f3-b6ae-cc25effb295d","Chawia","10","10","38.3373","-3.45339","cropland","2024","yes","yes","uuid:01a1df10-ab24-42f3-b6ae-cc25effb295d/supl2_tree_data[2]","3.1","8","Fraxinus Pennsylvanica","N","2"
"uuid:4588e22a-0bda-4df9-b771-777934fd5f20","Chawia","4","3","38.2914","-3.41308","woodland","2024","yes","yes","uuid:4588e22a-0bda-4df9-b771-777934fd5f20/supl2_tree_data[1]","18.6","49","Acacia mearnsii","N","2"
"uuid:4588e22a-0bda-4df9-b771-777934fd5f20","Chawia","4","3","38.2914","-3.41308","woodland","2024","yes","yes","uuid:4588e22a-0bda-4df9-b771-777934fd5f20/supl2_tree_data[2]","18.6","38","Acacia mearnsii","N","2"
"uuid:4588e22a-0bda-4df9-b771-777934fd5f20","Chawia","4","3","38.2914","-3.41308","woodland","2024","yes","yes","uuid:4588e22a-0bda-4df9-b771-777934fd5f20/supl2_tree_data[3]","18.6","36","Acacia mearnsii","N","2"
"uuid:4588e22a-0bda-4df9-b771-777934fd5f20","Chawia","4","3","38.2914","-3.41308","woodland","2024","yes","yes","uuid:4588e22a-0bda-4df9-b771-777934fd5f20/supl2_tree_data[4]","18.6","29","Acacia mearnsii","N","2"
"uuid:4588e22a-0bda-4df9-b771-777934fd5f20","Chawia","4","3","38.2914","-3.41308","woodland","2024","yes","yes","uuid:4588e22a-0bda-4df9-b771-777934fd5f20/supl2_tree_data[5]","12.8","49","Acacia mearnsii","N","2"
"uuid:4588e22a-0bda-4df9-b771-777934fd5f20","Chawia","4","3","38.2914","-3.41308","woodland","2024","yes","yes","uuid:4588e22a-0bda-4df9-b771-777934fd5f20/supl2_tree_data[6]","18.6","42","Acacia mearnsii","N","2"
"uuid:4588e22a-0bda-4df9-b771-777934fd5f20","Chawia","4","3","38.2914","-3.41308","woodland","2024","yes","yes","uuid:4588e22a-0bda-4df9-b771-777934fd5f20/supl2_tree_data[7]","10.8","35","Acacia mearnsii","N","2"
"uuid:e89845e4-60e9-42a6-90ab-3face1f680e6","Chawia","4","14","38.2932","-3.41529","forest","2024","yes","yes","uuid:e89845e4-60e9-42a6-90ab-3face1f680e6/supl2_tree_data[1]","11.8","120","Acacia mearnsii","N","2"
"uuid:a99165e5-0496-4c4c-85a8-368e471dd351","Chawia","4","7","38.2965","-3.41361","forest","2024","yes","yes","uuid:a99165e5-0496-4c4c-85a8-368e471dd351/supl2_tree_data[1]","11.8","73","Maesa lanceolata","N","2"
"uuid:2e064a6e-db3b-4a96-8899-59f32d118f80","Chawia","9","5","38.3459","-3.48187","forest","2024","yes","yes","uuid:2e064a6e-db3b-4a96-8899-59f32d118f80/supl2_tree_data[1]","25.8","134","Cupressus lusitanica","N","2"
"uuid:2e064a6e-db3b-4a96-8899-59f32d118f80","Chawia","9","5","38.3459","-3.48187","forest","2024","yes","yes","uuid:2e064a6e-db3b-4a96-8899-59f32d118f80/supl2_tree_data[2]","24.2","227","Tabernaemontona stapfiana","N","2"
"uuid:6b8cf935-8aef-46b7-a9ed-2855b31402b9","Chawia","9","1","38.3442","-3.4876","woodland","2024","yes","yes","uuid:6b8cf935-8aef-46b7-a9ed-2855b31402b9/supl2_tree_data[1]","4.7","12","Eucalyptus saligna","N","2"
"uuid:6b8cf935-8aef-46b7-a9ed-2855b31402b9","Chawia","9","1","38.3442","-3.4876","woodland","2024","yes","yes","uuid:6b8cf935-8aef-46b7-a9ed-2855b31402b9/supl2_tree_data[2]","4.7","10","Eucalyptus saligna","N","2"
"uuid:6b8cf935-8aef-46b7-a9ed-2855b31402b9","Chawia","9","1","38.3442","-3.4876","woodland","2024","yes","yes","uuid:6b8cf935-8aef-46b7-a9ed-2855b31402b9/supl2_tree_data[3]","10.8","32","Eucalyptus saligna","N","2"
"uuid:6b8cf935-8aef-46b7-a9ed-2855b31402b9","Chawia","9","1","38.3442","-3.4876","woodland","2024","yes","yes","uuid:6b8cf935-8aef-46b7-a9ed-2855b31402b9/supl2_tree_data[4]","11.6","41","Eucalyptus saligna","N","2"
"uuid:6b8cf935-8aef-46b7-a9ed-2855b31402b9","Chawia","9","1","38.3442","-3.4876","woodland","2024","yes","yes","uuid:6b8cf935-8aef-46b7-a9ed-2855b31402b9/supl2_tree_data[5]","5.2","10","Eucalyptus saligna","N","2"
"uuid:807b53f8-28b0-41a4-8058-80164d4cef52","Chawia","9","12","38.3407","-3.48016","forest","2024","yes","yes","uuid:807b53f8-28b0-41a4-8058-80164d4cef52/supl2_tree_data[1]","8.9","23","Xymalos monospora","N","2"
"uuid:807b53f8-28b0-41a4-8058-80164d4cef52","Chawia","9","12","38.3407","-3.48016","forest","2024","yes","yes","uuid:807b53f8-28b0-41a4-8058-80164d4cef52/supl2_tree_data[2]","16.9","68","Xymalos monospora","N","2"
"uuid:807b53f8-28b0-41a4-8058-80164d4cef52","Chawia","9","12","38.3407","-3.48016","forest","2024","yes","yes","uuid:807b53f8-28b0-41a4-8058-80164d4cef52/supl2_tree_data[3]","17.4","110","Xymalos monospora","N","2"
"uuid:807b53f8-28b0-41a4-8058-80164d4cef52","Chawia","9","12","38.3407","-3.48016","forest","2024","yes","yes","uuid:807b53f8-28b0-41a4-8058-80164d4cef52/supl2_tree_data[4]","14.8","63","Syzygium guineensis","N","2"
"uuid:807b53f8-28b0-41a4-8058-80164d4cef52","Chawia","9","12","38.3407","-3.48016","forest","2024","yes","yes","uuid:807b53f8-28b0-41a4-8058-80164d4cef52/supl2_tree_data[5]","16.9","72","Xymalos monospora","N","2"
"uuid:807b53f8-28b0-41a4-8058-80164d4cef52","Chawia","9","12","38.3407","-3.48016","forest","2024","yes","yes","uuid:807b53f8-28b0-41a4-8058-80164d4cef52/supl2_tree_data[6]","8.7","22","Xymalos monospora","N","2"
"uuid:a3cda7ff-f076-4bf5-90c6-44f05417ad2b","Chawia","8","10","38.3082","-3.40769","woodland","2024","yes","yes","uuid:a3cda7ff-f076-4bf5-90c6-44f05417ad2b/supl2_tree_data[1]","3.7","27","Rotheca discolor","N","2"
"uuid:a3cda7ff-f076-4bf5-90c6-44f05417ad2b","Chawia","8","10","38.3082","-3.40769","woodland","2024","yes","yes","uuid:a3cda7ff-f076-4bf5-90c6-44f05417ad2b/supl2_tree_data[2]","3.4","9","Labbelia gibwroa","N","2"
"uuid:a3cda7ff-f076-4bf5-90c6-44f05417ad2b","Chawia","8","10","38.3082","-3.40769","woodland","2024","yes","yes","uuid:a3cda7ff-f076-4bf5-90c6-44f05417ad2b/supl2_tree_data[3]","10.8","32","Maesa lanceolata","N","2"
"uuid:a3cda7ff-f076-4bf5-90c6-44f05417ad2b","Chawia","8","10","38.3082","-3.40769","woodland","2024","yes","yes","uuid:a3cda7ff-f076-4bf5-90c6-44f05417ad2b/supl2_tree_data[4]","10.8","36","Maesa lanceolata","N","2"
"uuid:31d6c1e1-510c-4a9b-a633-0b6bedb5317e","Chawia","8","3","38.3141","-3.4137","cropland","2024","yes","yes","uuid:31d6c1e1-510c-4a9b-a633-0b6bedb5317e/supl2_tree_data[1]","11.8","48","Psidium guajava","N","2"
"uuid:31d6c1e1-510c-4a9b-a633-0b6bedb5317e","Chawia","8","3","38.3141","-3.4137","cropland","2024","yes","yes","uuid:31d6c1e1-510c-4a9b-a633-0b6bedb5317e/supl2_tree_data[2]","14.8","64","Grevillea robusta","N","2"
"uuid:961b8e97-cc0d-40cf-8772-0de102c18854","Chawia","1","8","38.2968","-3.48848","bushland","2024","yes","yes","uuid:961b8e97-cc0d-40cf-8772-0de102c18854/supl2_tree_data[1]","4.3","15","Acacia nilotica","N","2"
"uuid:b3bf87d7-df67-4376-bf7b-92a6f98a129e","Chawia","1","7","38.2929","-3.48407","bushland","2024","yes","yes","uuid:b3bf87d7-df67-4376-bf7b-92a6f98a129e/supl3_tree_data[1]","3.2","17","Harrisonia abyssinica","N","3"
"uuid:b3bf87d7-df67-4376-bf7b-92a6f98a129e","Chawia","1","7","38.2929","-3.48407","bushland","2024","yes","yes","uuid:b3bf87d7-df67-4376-bf7b-92a6f98a129e/supl3_tree_data[2]","4.7","26","Ozoroa isginis","N","3"
"uuid:54a5dc0a-d9bb-4a1a-99c4-f12392973d8e","Chawia","15","5","38.3526","-3.43611","cropland","2024","yes","yes","uuid:54a5dc0a-d9bb-4a1a-99c4-f12392973d8e/supl3_tree_data[1]","10.9","75","Grevillea robusta","N","3"
"uuid:8def9f3f-6af8-40ea-9fb0-fd6157b63c28","Chawia","15","6","38.3556","-3.42927","woodland","2024","yes","yes","uuid:8def9f3f-6af8-40ea-9fb0-fd6157b63c28/supl3_tree_data[1]","8.8","46","Acacia mearnsii","N","3"
"uuid:8def9f3f-6af8-40ea-9fb0-fd6157b63c28","Chawia","15","6","38.3556","-3.42927","woodland","2024","yes","yes","uuid:8def9f3f-6af8-40ea-9fb0-fd6157b63c28/supl3_tree_data[2]","7.9","28","Acacia mearnsii","N","3"
"uuid:8def9f3f-6af8-40ea-9fb0-fd6157b63c28","Chawia","15","6","38.3556","-3.42927","woodland","2024","yes","yes","uuid:8def9f3f-6af8-40ea-9fb0-fd6157b63c28/supl3_tree_data[3]","3.9","25","Acacia mearnsii","N","3"
"uuid:8def9f3f-6af8-40ea-9fb0-fd6157b63c28","Chawia","15","6","38.3556","-3.42927","woodland","2024","yes","yes","uuid:8def9f3f-6af8-40ea-9fb0-fd6157b63c28/supl3_tree_data[4]","11.9","45","Cupressus lusitanica","N","3"
"uuid:6c44fe01-f9f5-4341-ad08-ea6dd6288de4","Chawia","15","9","38.3588","-3.43543","bushland","2024","yes","yes","uuid:6c44fe01-f9f5-4341-ad08-ea6dd6288de4/supl3_tree_data[1]","3.4","17","Psidium guajava","N","3"
