"PARENT_KEY","Site","Cluster","Plot","Longitude","Latitude","VegStructure","Year","Trees","Shrubs","KEY","trheight","trcircumf","trspecies_scientific","treespecies_common","Subplot"
"uuid:48f610b3-714d-42f1-be00-e507842bf560","Lumo","15","3","38.2183","-3.51399","grassland","2023","yes","no","uuid:48f610b3-714d-42f1-be00-e507842bf560/supl1_tree_data[1]","3.8","22.1","Balanites aegyptiaca","N","1"
"uuid:1b0ccef4-c515-4b6e-8210-1fb5bcedd021","Lumo","15","4","38.2107","-3.51555","grassland","2023","yes","yes","uuid:1b0ccef4-c515-4b6e-8210-1fb5bcedd021/supl1_tree_data[1]","3.9","30","Acacia tortilis","N","1"
"uuid:d5e53f34-8359-468a-8894-9dc14e07c6be","Lumo","13","5","38.2113","-3.57059","grassland","2023","yes","no","uuid:d5e53f34-8359-468a-8894-9dc14e07c6be/supl1_tree_data[1]","4.3","39","Albizia anthelminthica","N","1"
"uuid:a43fb9d1-342a-40e7-889e-106bd4254107","Lumo","6","6","38.1738","-3.53903","grassland","2023","yes","yes","uuid:a43fb9d1-342a-40e7-889e-106bd4254107/supl1_tree_data[1]","6.9","69","Albizia anthelminthica","N","1"
"uuid:59221681-15dd-44fb-994d-e99f809d9421","Lumo","16","8","38.2125","-3.49703","wooded_grassland","2023","yes","yes","uuid:59221681-15dd-44fb-994d-e99f809d9421/supl2_tree_data[1]","3.4","16","Balanites orbicularis","N","2"
"uuid:51ef4659-e1b7-4c54-b149-67a43e05dd54","Lumo","6","5","38.172","-3.54518","grassland","2023","yes","yes","uuid:51ef4659-e1b7-4c54-b149-67a43e05dd54/supl2_tree_data[1]","11.9","160","Albizia anthelminthica","N","2"
"uuid:0ea41583-f844-4881-9d03-f3caab1f8465","Lumo","3","2","38.1471","-3.51666","wooded_grassland","2023","yes","no","uuid:0ea41583-f844-4881-9d03-f3caab1f8465/supl2_tree_data[1]","3.7","14","","Acacia mellifera","2"
"uuid:d5e53f34-8359-468a-8894-9dc14e07c6be","Lumo","13","5","38.2113","-3.57059","grassland","2023","yes","no","uuid:d5e53f34-8359-468a-8894-9dc14e07c6be/supl3_tree_data[1]","4.1","64","Albizia anthelminthica","N","3"
"uuid:b10d0989-aa9d-4a12-bb14-ba467b7eced5","Lumo","13","4","38.2112","-3.56732","grassland","2023","yes","no","uuid:b10d0989-aa9d-4a12-bb14-ba467b7eced5/supl3_tree_data[1]","7.9","78","Albizia anthelminthica","N","3"
"uuid:27b8a965-8a54-4e22-8840-b3774648dc5d","Lumo","10","13","38.1907","-3.54292","grassland","2023","yes","yes","uuid:27b8a965-8a54-4e22-8840-b3774648dc5d/supl3_tree_data[1]","5.6","64","Albizia anthelminthica","N","3"
"uuid:0397cf77-18b7-4b79-be9d-c4b61476b691","Lumo","5","6","38.1673","-3.5659","wooded_grassland","2023","yes","yes","uuid:0397cf77-18b7-4b79-be9d-c4b61476b691/supl3_tree_data[1]","5.8","110","Acacia tortilis","N","3"
"uuid:e30b3a02-b44a-40cd-af44-b8d46d37e6bc","Lumo","5","8","38.1655","-3.56659","grassland","2023","yes","yes","uuid:e30b3a02-b44a-40cd-af44-b8d46d37e6bc/supl3_tree_data[1]","7.2","66","Balanites aegyptiaca","N","3"
"uuid:a19411f1-c8d7-4703-876f-2b9978c5ab3e","Lumo","4","3","38.15","-3.49832","shrubland","2023","yes","yes","uuid:a19411f1-c8d7-4703-876f-2b9978c5ab3e/supl3_tree_data[1]","6.2","44","Acacia tortilis","N","3"
"uuid:a19411f1-c8d7-4703-876f-2b9978c5ab3e","Lumo","4","3","38.15","-3.49832","shrubland","2023","yes","yes","uuid:a19411f1-c8d7-4703-876f-2b9978c5ab3e/supl3_tree_data[2]","5.8","49","Acacia tortilis","N","3"
"uuid:a19411f1-c8d7-4703-876f-2b9978c5ab3e","Lumo","4","3","38.15","-3.49832","shrubland","2023","yes","yes","uuid:a19411f1-c8d7-4703-876f-2b9978c5ab3e/supl3_tree_data[3]","4.8","88","Acacia tortilis","N","3"
"uuid:a19411f1-c8d7-4703-876f-2b9978c5ab3e","Lumo","4","3","38.15","-3.49832","shrubland","2023","yes","yes","uuid:a19411f1-c8d7-4703-876f-2b9978c5ab3e/supl3_tree_data[4]","3.9","38","Acacia tortilis","N","3"
"uuid:91fec869-1eb4-4866-9f0b-7f588f833c17","Lumo","3","8","38.1538","-3.51298","shrubland","2023","yes","yes","uuid:91fec869-1eb4-4866-9f0b-7f588f833c17/supl3_tree_data[1]","6.8","73","Albizia anthelminthica","N","3"
"uuid:3bde68be-137b-430a-9fd5-aae2694b7dbf","Lumo","3","4","38.1503","-3.51754","grassland","2023","yes","no","uuid:3bde68be-137b-430a-9fd5-aae2694b7dbf/supl3_tree_data[1]","7.7","54","Balanites aegyptiaca","N","3"
"uuid:34455677-570c-4824-868c-b1163ffc6d2e","Lumo","13","1","38.2096","-3.56725","grassland","2023","yes","yes","uuid:34455677-570c-4824-868c-b1163ffc6d2e/supl4_tree_data[1]","4.3","84","Albizia anthelminthica","N","4"
"uuid:de82c1cb-4a3e-417f-a7da-934b2ff6f989","Lumo","6","4","38.1706","-3.53718","grassland","2023","yes","yes","uuid:de82c1cb-4a3e-417f-a7da-934b2ff6f989/supl4_tree_data[1]","7.9","120","Albizia anthelminthica","N","4"
"uuid:de82c1cb-4a3e-417f-a7da-934b2ff6f989","Lumo","6","4","38.1706","-3.53718","grassland","2023","yes","yes","uuid:de82c1cb-4a3e-417f-a7da-934b2ff6f989/supl4_tree_data[2]","3.6","17","Capparis tometosa","N","4"
"uuid:0397cf77-18b7-4b79-be9d-c4b61476b691","Lumo","5","6","38.1673","-3.5659","wooded_grassland","2023","yes","yes","uuid:0397cf77-18b7-4b79-be9d-c4b61476b691/supl4_tree_data[1]","7.1","55","Albizia anthelminthica","N","4"
"uuid:0397cf77-18b7-4b79-be9d-c4b61476b691","Lumo","5","6","38.1673","-3.5659","wooded_grassland","2023","yes","yes","uuid:0397cf77-18b7-4b79-be9d-c4b61476b691/supl4_tree_data[2]","6.4","41","Albizia anthelminthica","N","4"
"uuid:91fec869-1eb4-4866-9f0b-7f588f833c17","Lumo","3","8","38.1538","-3.51298","shrubland","2023","yes","yes","uuid:91fec869-1eb4-4866-9f0b-7f588f833c17/supl4_tree_data[1]","4","29","Capparis tometosa","N","4"
"uuid:1fb1d2c5-1d44-4ee2-b140-df9cd0d96cf6","Lumo","3","9","38.1523","-3.51323","shrubland","2023","yes","yes","uuid:1fb1d2c5-1d44-4ee2-b140-df9cd0d96cf6/supl4_tree_data[1]","6.2","36","Acacia tortilis","N","4"
"uuid:6892dfb3-9557-4f47-b9fa-99d2d25a92f6","Chawia","1","9","38.2924","-3.48436","bushland","2024","yes","yes","uuid:6892dfb3-9557-4f47-b9fa-99d2d25a92f6/supl1_tree_data[1]","4.2","28","Acacia mellifera","N","1"
"uuid:6892dfb3-9557-4f47-b9fa-99d2d25a92f6","Chawia","1","9","38.2924","-3.48436","bushland","2024","yes","yes","uuid:6892dfb3-9557-4f47-b9fa-99d2d25a92f6/supl1_tree_data[2]","4.5","26","Lannea flucosa","N","1"
"uuid:6892dfb3-9557-4f47-b9fa-99d2d25a92f6","Chawia","1","9","38.2924","-3.48436","bushland","2024","yes","yes","uuid:6892dfb3-9557-4f47-b9fa-99d2d25a92f6/supl1_tree_data[3]","4.9","25","Acacia nilotica","N","1"
"uuid:6892dfb3-9557-4f47-b9fa-99d2d25a92f6","Chawia","1","9","38.2924","-3.48436","bushland","2024","yes","yes","uuid:6892dfb3-9557-4f47-b9fa-99d2d25a92f6/supl1_tree_data[4]","3.3","17","Acacia nilotica","N","1"
"uuid:6892dfb3-9557-4f47-b9fa-99d2d25a92f6","Chawia","1","9","38.2924","-3.48436","bushland","2024","yes","yes","uuid:6892dfb3-9557-4f47-b9fa-99d2d25a92f6/supl1_tree_data[5]","3.7","18","Acacia Senegal","N","1"
"uuid:6892dfb3-9557-4f47-b9fa-99d2d25a92f6","Chawia","1","9","38.2924","-3.48436","bushland","2024","yes","yes","uuid:6892dfb3-9557-4f47-b9fa-99d2d25a92f6/supl1_tree_data[6]","4.5","22","Acacia Senegal","B","1"
"uuid:96968ada-a5f6-4b23-b6ab-af0b6e362505","Chawia","2","2","38.2947","-3.46633","bushland","2024","yes","yes","uuid:96968ada-a5f6-4b23-b6ab-af0b6e362505/supl1_tree_data[1]","4.3","17","Acacia nilotica","N","1"
"uuid:96968ada-a5f6-4b23-b6ab-af0b6e362505","Chawia","2","2","38.2947","-3.46633","bushland","2024","yes","yes","uuid:96968ada-a5f6-4b23-b6ab-af0b6e362505/supl1_tree_data[2]","3.1","21","Acacia nilotica","N","1"
"uuid:54a5dc0a-d9bb-4a1a-99c4-f12392973d8e","Chawia","15","5","38.3526","-3.43611","cropland","2024","yes","yes","uuid:54a5dc0a-d9bb-4a1a-99c4-f12392973d8e/supl1_tree_data[1]","5.1","28","Macadamia integrifolia","N","1"
"uuid:54a5dc0a-d9bb-4a1a-99c4-f12392973d8e","Chawia","15","5","38.3526","-3.43611","cropland","2024","yes","yes","uuid:54a5dc0a-d9bb-4a1a-99c4-f12392973d8e/supl1_tree_data[2]","6.4","36","Persea americanum","N","1"
"uuid:8def9f3f-6af8-40ea-9fb0-fd6157b63c28","Chawia","15","6","38.3556","-3.42927","woodland","2024","yes","yes","uuid:8def9f3f-6af8-40ea-9fb0-fd6157b63c28/supl1_tree_data[1]","4.4","17","Dadonaea viscosa","N","1"
"uuid:8def9f3f-6af8-40ea-9fb0-fd6157b63c28","Chawia","15","6","38.3556","-3.42927","woodland","2024","yes","yes","uuid:8def9f3f-6af8-40ea-9fb0-fd6157b63c28/supl1_tree_data[2]","3.4","5","Psidium guajava","N","1"
"uuid:8def9f3f-6af8-40ea-9fb0-fd6157b63c28","Chawia","15","6","38.3556","-3.42927","woodland","2024","yes","yes","uuid:8def9f3f-6af8-40ea-9fb0-fd6157b63c28/supl1_tree_data[3]","7.3","24","Psidium guajava","N","1"
"uuid:8def9f3f-6af8-40ea-9fb0-fd6157b63c28","Chawia","15","6","38.3556","-3.42927","woodland","2024","yes","yes","uuid:8def9f3f-6af8-40ea-9fb0-fd6157b63c28/supl1_tree_data[4]","24","78","Eucalyptus saligna","N","1"
"uuid:8def9f3f-6af8-40ea-9fb0-fd6157b63c28","Chawia","15","6","38.3556","-3.42927","woodland","2024","yes","yes","uuid:8def9f3f-6af8-40ea-9fb0-fd6157b63c28/supl1_tree_data[5]","8.4","32","Maesa lanceolata","N","1"
"uuid:dcb65534-22bb-4bba-9b03-6a90318242aa","Chawia","15","1","38.3518","-3.43613","cropland","2024","yes","yes","uuid:dcb65534-22bb-4bba-9b03-6a90318242aa/supl1_tree_data[1]","3.2","7","Grevillea robusta","N","1"
"uuid:7af050cd-48b0-4ef0-b6bc-9287936f6378","Chawia","15","7","38.3562","-3.43275","cropland","2024","yes","yes","uuid:7af050cd-48b0-4ef0-b6bc-9287936f6378/supl1_tree_data[1]","4.4","14","Cupressus lusitanica","N","1"
"uuid:7af050cd-48b0-4ef0-b6bc-9287936f6378","Chawia","15","7","38.3562","-3.43275","cropland","2024","yes","yes","uuid:7af050cd-48b0-4ef0-b6bc-9287936f6378/supl1_tree_data[2]","3.2","10","Cupressus lusitanica","N","1"
"uuid:7af050cd-48b0-4ef0-b6bc-9287936f6378","Chawia","15","7","38.3562","-3.43275","cropland","2024","yes","yes","uuid:7af050cd-48b0-4ef0-b6bc-9287936f6378/supl1_tree_data[3]","13.7","64","Grevillea robusta","N","1"
"uuid:47155b9e-68ad-463b-a9b0-d8e8cdec0345","Chawia","15","4","38.3563","-3.43374","cropland","2024","yes","yes","uuid:47155b9e-68ad-463b-a9b0-d8e8cdec0345/supl1_tree_data[1]","6.4","23","Grevillea robusta","N","1"
"uuid:47155b9e-68ad-463b-a9b0-d8e8cdec0345","Chawia","15","4","38.3563","-3.43374","cropland","2024","yes","yes","uuid:47155b9e-68ad-463b-a9b0-d8e8cdec0345/supl1_tree_data[2]","8.9","28","Grevillea robusta","N","1"
"uuid:47155b9e-68ad-463b-a9b0-d8e8cdec0345","Chawia","15","4","38.3563","-3.43374","cropland","2024","yes","yes","uuid:47155b9e-68ad-463b-a9b0-d8e8cdec0345/supl1_tree_data[3]","8.8","19","Grevillea robusta","N","1"
"uuid:8ebe715e-dc2a-4522-8f07-5f88aa5f6c45","Chawia","15","10","38.3593","-3.42964","bushland","2024","yes","yes","uuid:8ebe715e-dc2a-4522-8f07-5f88aa5f6c45/supl1_tree_data[1]","4.9","12","Psidium guajava","N","1"
"uuid:8ebe715e-dc2a-4522-8f07-5f88aa5f6c45","Chawia","15","10","38.3593","-3.42964","bushland","2024","yes","yes","uuid:8ebe715e-dc2a-4522-8f07-5f88aa5f6c45/supl1_tree_data[2]","3.4","17","Psidium guajava","N","1"
"uuid:8ebe715e-dc2a-4522-8f07-5f88aa5f6c45","Chawia","15","10","38.3593","-3.42964","bushland","2024","yes","yes","uuid:8ebe715e-dc2a-4522-8f07-5f88aa5f6c45/supl1_tree_data[3]","6.7","22","Grevillea robusta","N","1"
"uuid:8ebe715e-dc2a-4522-8f07-5f88aa5f6c45","Chawia","15","10","38.3593","-3.42964","bushland","2024","yes","yes","uuid:8ebe715e-dc2a-4522-8f07-5f88aa5f6c45/supl1_tree_data[4]","4.1","7","Psidium guajava","N","1"
"uuid:8ebe715e-dc2a-4522-8f07-5f88aa5f6c45","Chawia","15","10","38.3593","-3.42964","bushland","2024","yes","yes","uuid:8ebe715e-dc2a-4522-8f07-5f88aa5f6c45/supl1_tree_data[5]","8.6","42","Pittosporum viridiflorum","N","1"
"uuid:24c38cec-5f62-409c-bdbc-6bfeac96876d","Chawia","13","4","38.362","-3.47344","cropland","2024","yes","yes","uuid:24c38cec-5f62-409c-bdbc-6bfeac96876d/supl1_tree_data[1]","12.4","98","Prunus africana","N","1"
"uuid:fdd89e85-f4bc-4987-9e42-210562fd07a9","Chawia","13","14","38.3557","-3.47484","cropland","2024","yes","no","uuid:fdd89e85-f4bc-4987-9e42-210562fd07a9/supl1_tree_data[1]","9.8","72","Persea americanum","N","1"
"uuid:425ebc0a-6eda-48fe-b59f-d49d018bd472","Chawia","13","7","38.3622","-3.47603","cropland","2024","yes","yes","uuid:425ebc0a-6eda-48fe-b59f-d49d018bd472/supl1_tree_data[1]","8.9","60","Persea americanum","N","1"
"uuid:425ebc0a-6eda-48fe-b59f-d49d018bd472","Chawia","13","7","38.3622","-3.47603","cropland","2024","yes","yes","uuid:425ebc0a-6eda-48fe-b59f-d49d018bd472/supl1_tree_data[2]","11.8","78","Eucalyptus saligna","N","1"
"uuid:6873c787-2a6a-4b60-8d50-58f500928d96","Chawia","13","10","38.3607","-3.47838","bushland","2024","yes","yes","uuid:6873c787-2a6a-4b60-8d50-58f500928d96/supl1_tree_data[1]","4.3","22","Dombeya rotundifolia","N","1"
"uuid:6873c787-2a6a-4b60-8d50-58f500928d96","Chawia","13","10","38.3607","-3.47838","bushland","2024","yes","yes","uuid:6873c787-2a6a-4b60-8d50-58f500928d96/supl1_tree_data[2]","6.7","27","Acacia polycantha","N","1"
"uuid:6873c787-2a6a-4b60-8d50-58f500928d96","Chawia","13","10","38.3607","-3.47838","bushland","2024","yes","yes","uuid:6873c787-2a6a-4b60-8d50-58f500928d96/supl1_tree_data[3]","5.9","24","Commiphora eminii","N","1"
"uuid:6873c787-2a6a-4b60-8d50-58f500928d96","Chawia","13","10","38.3607","-3.47838","bushland","2024","yes","yes","uuid:6873c787-2a6a-4b60-8d50-58f500928d96/supl1_tree_data[4]","4.2","13","Psidium guajava","N","1"
"uuid:6873c787-2a6a-4b60-8d50-58f500928d96","Chawia","13","10","38.3607","-3.47838","bushland","2024","yes","yes","uuid:6873c787-2a6a-4b60-8d50-58f500928d96/supl1_tree_data[5]","5.3","27","Dombeya rotundifolia","N","1"
"uuid:91ba8b9f-070a-4052-b9ac-2990d2b1b19e","Chawia","13","2","38.3599","-3.47807","cropland","2024","yes","no","uuid:91ba8b9f-070a-4052-b9ac-2990d2b1b19e/supl1_tree_data[1]","6.4","50","Briddelia micranthus","N","1"
"uuid:a0dcf0bb-e87a-49df-87c4-347c718ec2f6","Chawia","3","9","38.2926","-3.43498","shrubland","2024","yes","yes","uuid:a0dcf0bb-e87a-49df-87c4-347c718ec2f6/supl1_tree_data[1]","6.4","7","Cupressus lusitanica","N","1"
"uuid:a0dcf0bb-e87a-49df-87c4-347c718ec2f6","Chawia","3","9","38.2926","-3.43498","shrubland","2024","yes","yes","uuid:a0dcf0bb-e87a-49df-87c4-347c718ec2f6/supl1_tree_data[2]","6.4","12","Cupressus lusitanica","N","1"
"uuid:a0dcf0bb-e87a-49df-87c4-347c718ec2f6","Chawia","3","9","38.2926","-3.43498","shrubland","2024","yes","yes","uuid:a0dcf0bb-e87a-49df-87c4-347c718ec2f6/supl1_tree_data[3]","6.2","9","Cupressus lusitanica","N","1"
"uuid:a0dcf0bb-e87a-49df-87c4-347c718ec2f6","Chawia","3","9","38.2926","-3.43498","shrubland","2024","yes","yes","uuid:a0dcf0bb-e87a-49df-87c4-347c718ec2f6/supl1_tree_data[4]","6.2","13","Cupressus lusitanica","N","1"
"uuid:ecc80fd5-4c16-43b8-b782-69bc7022769d","Chawia","3","1","38.2871","-3.43032","bushland","2024","yes","yes","uuid:ecc80fd5-4c16-43b8-b782-69bc7022769d/supl1_tree_data[1]","6.7","29","Acacia mearnsii","N","1"
"uuid:ecc80fd5-4c16-43b8-b782-69bc7022769d","Chawia","3","1","38.2871","-3.43032","bushland","2024","yes","yes","uuid:ecc80fd5-4c16-43b8-b782-69bc7022769d/supl1_tree_data[2]","6.8","33","Acacia mearnsii","N","1"
"uuid:eadca5a9-eed4-41e9-896e-866b7d549f29","Chawia","3","6","38.2923","-3.42917","shrubland","2024","yes","yes","uuid:eadca5a9-eed4-41e9-896e-866b7d549f29/supl1_tree_data[1]","3.4","13","Acacia mearnsii","N","1"
"uuid:4596088d-0538-404e-93e6-9948546ecc8f","Chawia","3","4","38.2904","-3.43231","cropland","2024","yes","yes","uuid:4596088d-0538-404e-93e6-9948546ecc8f/supl1_tree_data[1]","14.8","140","Grevillea robusta","N","1"
"uuid:4596088d-0538-404e-93e6-9948546ecc8f","Chawia","3","4","38.2904","-3.43231","cropland","2024","yes","yes","uuid:4596088d-0538-404e-93e6-9948546ecc8f/supl1_tree_data[2]","10.7","260","Ficus natalensis","N","1"
"uuid:adc50ec1-bbcd-41f4-be5d-ac1c8cbbd7a6","Chawia","3","3","38.2911","-3.43632","woodland","2024","yes","yes","uuid:adc50ec1-bbcd-41f4-be5d-ac1c8cbbd7a6/supl1_tree_data[1]","34","60","Eucalyptus saligna","N","1"
"uuid:adc50ec1-bbcd-41f4-be5d-ac1c8cbbd7a6","Chawia","3","3","38.2911","-3.43632","woodland","2024","yes","yes","uuid:adc50ec1-bbcd-41f4-be5d-ac1c8cbbd7a6/supl1_tree_data[2]","34.9","93","Eucalyptus saligna","N","1"
"uuid:adc50ec1-bbcd-41f4-be5d-ac1c8cbbd7a6","Chawia","3","3","38.2911","-3.43632","woodland","2024","yes","yes","uuid:adc50ec1-bbcd-41f4-be5d-ac1c8cbbd7a6/supl1_tree_data[3]","34.8","79","Eucalyptus saligna","N","1"
"uuid:adc50ec1-bbcd-41f4-be5d-ac1c8cbbd7a6","Chawia","3","3","38.2911","-3.43632","woodland","2024","yes","yes","uuid:adc50ec1-bbcd-41f4-be5d-ac1c8cbbd7a6/supl1_tree_data[4]","34.8","74","Eucalyptus saligna","N","1"
"uuid:adc50ec1-bbcd-41f4-be5d-ac1c8cbbd7a6","Chawia","3","3","38.2911","-3.43632","woodland","2024","yes","yes","uuid:adc50ec1-bbcd-41f4-be5d-ac1c8cbbd7a6/supl1_tree_data[5]","4.2","15","Acacia mearnsii","N","1"
"uuid:adc50ec1-bbcd-41f4-be5d-ac1c8cbbd7a6","Chawia","3","3","38.2911","-3.43632","woodland","2024","yes","yes","uuid:adc50ec1-bbcd-41f4-be5d-ac1c8cbbd7a6/supl1_tree_data[6]","3.4","52","Eucalyptus saligna","N","1"
"uuid:adc50ec1-bbcd-41f4-be5d-ac1c8cbbd7a6","Chawia","3","3","38.2911","-3.43632","woodland","2024","yes","yes","uuid:adc50ec1-bbcd-41f4-be5d-ac1c8cbbd7a6/supl1_tree_data[7]","3.4","82","Eucalyptus saligna","N","1"
"uuid:2a2126c8-fe22-486c-89a5-f6d4f67bfb92","Chawia","7","11","38.3159","-3.42889","bushland","2024","yes","yes","uuid:2a2126c8-fe22-486c-89a5-f6d4f67bfb92/supl1_tree_data[1]","10.9","78","Persea americanum","N","1"
"uuid:2a2126c8-fe22-486c-89a5-f6d4f67bfb92","Chawia","7","11","38.3159","-3.42889","bushland","2024","yes","yes","uuid:2a2126c8-fe22-486c-89a5-f6d4f67bfb92/supl1_tree_data[2]","16.8","77","Grevillea robusta","N","1"
"uuid:2a2126c8-fe22-486c-89a5-f6d4f67bfb92","Chawia","7","11","38.3159","-3.42889","bushland","2024","yes","yes","uuid:2a2126c8-fe22-486c-89a5-f6d4f67bfb92/supl1_tree_data[3]","13.4","210","Cussonia holstii","N","1"
"uuid:2a2126c8-fe22-486c-89a5-f6d4f67bfb92","Chawia","7","11","38.3159","-3.42889","bushland","2024","yes","yes","uuid:2a2126c8-fe22-486c-89a5-f6d4f67bfb92/supl1_tree_data[4]","12.2","140","Syzygium cumnii","N","1"
"uuid:84696779-4fbf-4526-abcc-7cd90fe7eb5c","Chawia","7","4","38.3127","-3.42539","bushland","2024","yes","yes","uuid:84696779-4fbf-4526-abcc-7cd90fe7eb5c/supl1_tree_data[1]","3.2","7","Dadonea viscosa","N","1"
"uuid:84696779-4fbf-4526-abcc-7cd90fe7eb5c","Chawia","7","4","38.3127","-3.42539","bushland","2024","yes","yes","uuid:84696779-4fbf-4526-abcc-7cd90fe7eb5c/supl1_tree_data[2]","3.4","14","Searsia natalensis","N","1"
"uuid:84696779-4fbf-4526-abcc-7cd90fe7eb5c","Chawia","7","4","38.3127","-3.42539","bushland","2024","yes","yes","uuid:84696779-4fbf-4526-abcc-7cd90fe7eb5c/supl1_tree_data[3]","8.4","75","Commiphora eminii","N","1"
"uuid:a41fd0d0-fa2d-4409-a672-4b5a83882a25","Chawia","7","10","38.3135","-3.42484","cropland","2024","yes","yes","uuid:a41fd0d0-fa2d-4409-a672-4b5a83882a25/supl1_tree_data[1]","6.2","36","Croton megalocarpus","N","1"
"uuid:ab81c147-4e05-432b-b38c-c414e38f1d38","Chawia","7","9","38.3081","-3.42408","cropland","2024","yes","yes","uuid:ab81c147-4e05-432b-b38c-c414e38f1d38/supl1_tree_data[1]","14.8","69","Grevillea robusta","N","1"
"uuid:7c03836c-02a4-405c-948c-6dc5483555d0","Chawia","7","1","38.3104","-3.42506","cropland","2024","yes","yes","uuid:7c03836c-02a4-405c-948c-6dc5483555d0/supl1_tree_data[1]","12.4","50","Croton macrostchyus","N","1"
"uuid:7c03836c-02a4-405c-948c-6dc5483555d0","Chawia","7","1","38.3104","-3.42506","cropland","2024","yes","yes","uuid:7c03836c-02a4-405c-948c-6dc5483555d0/supl1_tree_data[2]","5.3","69","Psidium guajava","N","1"
"uuid:b014f30b-ebdf-4198-8267-7fadb0999873","Chawia","7","6","38.316","-3.43051","cropland","2024","yes","yes","uuid:b014f30b-ebdf-4198-8267-7fadb0999873/supl1_tree_data[1]","10.8","71","Eriobotrya Japonica","N","1"
"uuid:b014f30b-ebdf-4198-8267-7fadb0999873","Chawia","7","6","38.316","-3.43051","cropland","2024","yes","yes","uuid:b014f30b-ebdf-4198-8267-7fadb0999873/supl1_tree_data[2]","11.3","48","Octea usambarensis","N","1"
"uuid:b014f30b-ebdf-4198-8267-7fadb0999873","Chawia","7","6","38.316","-3.43051","cropland","2024","yes","yes","uuid:b014f30b-ebdf-4198-8267-7fadb0999873/supl1_tree_data[3]","5.8","19","Briddelia micranthus","N","1"
"uuid:40a84893-96af-4272-9226-2b32a7348075","Chawia","7","3","38.314","-3.43073","cropland","2024","yes","yes","uuid:40a84893-96af-4272-9226-2b32a7348075/supl1_tree_data[1]","3.9","21","Catha edulis","N","1"
"uuid:40a84893-96af-4272-9226-2b32a7348075","Chawia","7","3","38.314","-3.43073","cropland","2024","yes","yes","uuid:40a84893-96af-4272-9226-2b32a7348075/supl1_tree_data[2]","4.2","19","Catha edulis","N","1"
"uuid:40a84893-96af-4272-9226-2b32a7348075","Chawia","7","3","38.314","-3.43073","cropland","2024","yes","yes","uuid:40a84893-96af-4272-9226-2b32a7348075/supl1_tree_data[3]","4.4","19","Catha edulis","N","1"
"uuid:40a84893-96af-4272-9226-2b32a7348075","Chawia","7","3","38.314","-3.43073","cropland","2024","yes","yes","uuid:40a84893-96af-4272-9226-2b32a7348075/supl1_tree_data[4]","3.2","16","Catha edulis","N","1"
"uuid:40a84893-96af-4272-9226-2b32a7348075","Chawia","7","3","38.314","-3.43073","cropland","2024","yes","yes","uuid:40a84893-96af-4272-9226-2b32a7348075/supl1_tree_data[5]","4.2","15","Catha edulis","N","1"
"uuid:4165c7af-e89d-487e-b285-1951797f1fad","Chawia","7","2","38.3148","-3.42978","cropland","2024","yes","no","uuid:4165c7af-e89d-487e-b285-1951797f1fad/supl1_tree_data[1]","6.2","32","Persea americanum","N","1"
"uuid:1902519f-3cb9-4399-a0e9-ead430cb881f","Chawia","6","10","38.3143","-3.45555","cropland","2024","yes","yes","uuid:1902519f-3cb9-4399-a0e9-ead430cb881f/supl1_tree_data[1]","11.9","165","Mangifera indica","N","1"
"uuid:9495a518-0adb-415b-9c1b-2fccddb1ccf2","Chawia","6","3","38.3095","-3.45593","bushland","2024","yes","yes","uuid:9495a518-0adb-415b-9c1b-2fccddb1ccf2/supl1_tree_data[1]","4.7","47","Antidesma vinosum","N","1"
"uuid:9495a518-0adb-415b-9c1b-2fccddb1ccf2","Chawia","6","3","38.3095","-3.45593","bushland","2024","yes","yes","uuid:9495a518-0adb-415b-9c1b-2fccddb1ccf2/supl1_tree_data[2]","18.6","121","Acacia polyacantha","N","1"
"uuid:be5e3ce3-7d8b-41a4-a6a8-a184f842c230","Chawia","6","8","38.3101","-3.45663","cropland","2024","yes","yes","uuid:be5e3ce3-7d8b-41a4-a6a8-a184f842c230/supl1_tree_data[1]","8.9","27","Antidesma vinosum","N","1"
"uuid:be5e3ce3-7d8b-41a4-a6a8-a184f842c230","Chawia","6","8","38.3101","-3.45663","cropland","2024","yes","yes","uuid:be5e3ce3-7d8b-41a4-a6a8-a184f842c230/supl1_tree_data[2]","7.9","52","Acacia polyacantha","N","1"
"uuid:90bf65c8-cbd2-47b3-92c9-e4f5b72231fd","Chawia","5","7","38.3182","-3.483","cropland","2024","yes","yes","uuid:90bf65c8-cbd2-47b3-92c9-e4f5b72231fd/supl1_tree_data[1]","14.8","95","Grevillea robusta","N","1"
"uuid:90bf65c8-cbd2-47b3-92c9-e4f5b72231fd","Chawia","5","7","38.3182","-3.483","cropland","2024","yes","yes","uuid:90bf65c8-cbd2-47b3-92c9-e4f5b72231fd/supl1_tree_data[2]","14.8","93","Grevillea robusta","N","1"
"uuid:a3133fea-3fda-4b42-9158-f61ba9d86755","Chawia","9","14","38.3395","-3.48186","bushland","2024","yes","yes","uuid:a3133fea-3fda-4b42-9158-f61ba9d86755/supl1_tree_data[1]","9.8","23","Grevillea robusta","N","1"
"uuid:a3133fea-3fda-4b42-9158-f61ba9d86755","Chawia","9","14","38.3395","-3.48186","bushland","2024","yes","yes","uuid:a3133fea-3fda-4b42-9158-f61ba9d86755/supl1_tree_data[2]","7.7","28","Jacaranda mimosifolia","N","1"
