country,site,cluster,plot,siteid,longitude,latitude,year,plotcultmgd,postoposeq,vegstructure,severeero,trees,shrubs,cropland,forest,grassland,woodedgrassland,grasslandall,bushland,shrubland
Kenya,mbooni,6,7,mbooni_6_7,37.4327,-1.61899,2024,0,midslope,bushland,1,1,1,0,0,0,0,0,1,0
Kenya,mbooni,6,8,mbooni_6_8,37.4339,-1.62557,2024,1,midslope,cropland,1,1,0,1,0,0,0,0,0,0
Kenya,mbooni,6,9,mbooni_6_9,37.4335,-1.6223,2024,1,midslope,cropland,1,1,0,1,0,0,0,0,0,0
Kenya,mbooni,7,1,mbooni_7_1,37.4349,-1.59083,2024,1,midslope,cropland,1,1,1,1,0,0,0,0,0,0
Kenya,mbooni,7,10,mbooni_7_10,37.4347,-1.59361,2024,0,footslope,grassland,0,0,1,0,0,1,0,1,0,0
Kenya,mbooni,7,2,mbooni_7_2,37.4321,-1.59277,2024,1,midslope,cropland,0,1,1,1,0,0,0,0,0,0
Kenya,mbooni,7,3,mbooni_7_3,37.427,-1.59686,2024,1,midslope,cropland,1,0,0,1,0,0,0,0,0,0
Kenya,mbooni,7,4,mbooni_7_4,37.4328,-1.59445,2024,1,midslope,cropland,1,1,1,1,0,0,0,0,0,0
Kenya,mbooni,7,5,mbooni_7_5,37.4297,-1.59737,2024,1,midslope,cropland,1,1,0,1,0,0,0,0,0,0
Kenya,mbooni,7,6,mbooni_7_6,37.4296,-1.59232,2024,1,midslope,cropland,1,0,0,1,0,0,0,0,0,0
Kenya,mbooni,7,7,mbooni_7_7,37.4327,-1.59509,2024,1,midslope,cropland,1,1,0,1,0,0,0,0,0,0
Kenya,mbooni,7,8,mbooni_7_8,37.4264,-1.5914,2024,1,midslope,cropland,0,1,1,1,0,0,0,0,0,0
Kenya,mbooni,7,9,mbooni_7_9,37.4303,-1.5932,2024,1,midslope,cropland,1,0,0,1,0,0,0,0,0,0
Kenya,mbooni,8,1,mbooni_8_1,37.4259,-1.5824,2024,1,midslope,cropland,0,1,1,1,0,0,0,0,0,0
Kenya,mbooni,8,10,mbooni_8_10,37.4285,-1.57808,2024,0,footslope,bushland,0,1,1,0,0,0,0,0,1,0
Kenya,mbooni,8,2,mbooni_8_2,37.4297,-1.5835,2024,0,footslope,bushland,1,1,1,0,0,0,0,0,1,0
Kenya,mbooni,8,3,mbooni_8_3,37.4316,-1.58116,2024,0,footslope,bushland,0,1,1,0,0,0,0,0,1,0
Kenya,mbooni,8,4,mbooni_8_4,37.428,-1.57634,2024,1,bottomland,cropland,1,1,0,1,0,0,0,0,0,0
Kenya,mbooni,8,5,mbooni_8_5,37.4253,-1.5804,2024,1,footslope,cropland,1,1,1,1,0,0,0,0,0,0
Kenya,mbooni,8,6,mbooni_8_6,37.4295,-1.57914,2024,0,bottomland,cropland,0,0,0,1,0,0,0,0,0,0
Kenya,mbooni,8,7,mbooni_8_7,37.4277,-1.58218,2024,0,footslope,bushland,0,1,1,0,0,0,0,0,1,0
Kenya,mbooni,8,8,mbooni_8_8,37.4296,-1.58204,2024,0,midslope,bushland,1,1,1,0,0,0,0,0,1,0
Kenya,mbooni,8,9,mbooni_8_9,37.4333,-1.58004,2024,1,footslope,cropland,0,1,0,1,0,0,0,0,0,0
Kenya,mbooni,9,1,mbooni_9_1,37.4577,-1.64845,2024,1,bottomland,cropland,0,0,0,1,0,0,0,0,0,0
Kenya,mbooni,9,10,mbooni_9_10,37.4537,-1.64402,2024,1,bottomland,cropland,0,0,0,1,0,0,0,0,0,0
Kenya,mbooni,9,2,mbooni_9_2,37.4593,-1.64529,2024,1,ridge_crest,woodland,0,1,1,0,0,0,0,0,0,0
Kenya,mbooni,9,3,mbooni_9_3,37.4527,-1.64608,2024,1,ridge_crest,woodland,0,1,1,0,0,0,0,0,0,0
Kenya,mbooni,9,4,mbooni_9_4,37.4579,-1.6512,2024,1,ridge_crest,woodland,0,1,1,0,0,0,0,0,0,0
Kenya,mbooni,9,5,mbooni_9_5,37.4499,-1.65141,2024,1,bottomland,cropland,0,1,0,1,0,0,0,0,0,0
Kenya,mbooni,9,6,mbooni_9_6,37.4571,-1.64549,2024,1,footslope,cropland,0,1,1,1,0,0,0,0,0,0
Kenya,mbooni,9,7,mbooni_9_7,37.4567,-1.64354,2024,1,footslope,woodland,0,1,1,0,0,0,0,0,0,0
Kenya,mbooni,9,8,mbooni_9_8,37.4538,-1.65019,2024,1,ridge_crest,cropland,0,0,0,1,0,0,0,0,0,0
Kenya,mbooni,9,9,mbooni_9_9,37.454,-1.64561,2024,1,ridge_crest,cropland,1,1,1,1,0,0,0,0,0,0
